garbage,X1,Record,Plot,Row,Column,Cp,Csp,Entry,Year,Location,Genotype,Trait,Value,Whole_plot
280,280,677,140,1,5,0,0,677,2019,Preston,NxB-RIL-374-26,W3,6,.
281,281,715,141,1,5,1,0,715,2019,Preston,NorLin,STD,4,1 + 5
282,282,715,141,1,5,1,0,715,2019,Preston,NorLin,V1,3,1 + 5
283,283,715,141,1,5,1,0,715,2019,Preston,NorLin,V2,4,1 + 5
284,284,715,141,1,5,1,0,715,2019,Preston,NorLin,V3,3,1 + 5
285,285,715,141,1,5,1,0,715,2019,Preston,NorLin,W1,0,1 + 5
286,286,715,141,1,5,1,0,715,2019,Preston,NorLin,W2,6,1 + 5
287,287,715,141,1,5,1,0,715,2019,Preston,NorLin,W3,2,1 + 5
288,288,439,142,1,5,0,0,439,2019,Preston,NxB-RIL-364-25,STD,2,.
289,289,439,142,1,5,0,0,439,2019,Preston,NxB-RIL-364-25,V1,2,.
290,290,439,142,1,5,0,0,439,2019,Preston,NxB-RIL-364-25,V2,5,.
291,291,439,142,1,5,0,0,439,2019,Preston,NxB-RIL-364-25,V3,3,.
292,292,439,142,1,5,0,0,439,2019,Preston,NxB-RIL-364-25,W1,0,.
293,293,439,142,1,5,0,0,439,2019,Preston,NxB-RIL-364-25,W2,7,.
294,294,439,142,1,5,0,0,439,2019,Preston,NxB-RIL-364-25,W3,2,.
295,295,59,143,1,5,0,0,59,2019,Preston,BxN-RIL-348-16,STD,2,.
296,296,59,143,1,5,0,0,59,2019,Preston,BxN-RIL-348-16,V1,2,.
297,297,59,143,1,5,0,0,59,2019,Preston,BxN-RIL-348-16,V2,3,.
298,298,59,143,1,5,0,0,59,2019,Preston,BxN-RIL-348-16,V3,2,.
299,299,59,143,1,5,0,0,59,2019,Preston,BxN-RIL-348-16,W1,1,.
300,300,59,143,1,5,0,0,59,2019,Preston,BxN-RIL-348-16,W2,3,.
301,301,59,143,1,5,0,0,59,2019,Preston,BxN-RIL-348-16,W3,4,.
302,302,535,144,1,5,0,0,535,2019,Preston,NxB-RIL-369-1,STD,1,.
303,303,535,144,1,5,0,0,535,2019,Preston,NxB-RIL-369-1,V1,1,.
304,304,535,144,1,5,0,0,535,2019,Preston,NxB-RIL-369-1,V2,3,.
305,305,535,144,1,5,0,0,535,2019,Preston,NxB-RIL-369-1,V3,1,.
306,306,535,144,1,5,0,0,535,2019,Preston,NxB-RIL-369-1,W1,0,.
307,307,535,144,1,5,0,0,535,2019,Preston,NxB-RIL-369-1,W2,4,.
308,308,535,144,1,5,0,0,535,2019,Preston,NxB-RIL-369-1,W3,0,.
309,309,135,145,1,5,0,0,135,2019,Preston,BxN-RIL-352-16,STD,2,.
310,310,135,145,1,5,0,0,135,2019,Preston,BxN-RIL-352-16,V1,2,.
311,311,135,145,1,5,0,0,135,2019,Preston,BxN-RIL-352-16,V2,3,.
312,312,135,145,1,5,0,0,135,2019,Preston,BxN-RIL-352-16,V3,2,.
313,313,135,145,1,5,0,0,135,2019,Preston,BxN-RIL-352-16,W1,0,.
314,314,135,145,1,5,0,0,135,2019,Preston,BxN-RIL-352-16,W2,4,.
315,315,135,145,1,5,0,0,135,2019,Preston,BxN-RIL-352-16,W3,0,.
316,316,33,146,1,6,0,0,33,2019,Preston,BxN-RIL-347-11,STD,1,.
317,317,33,146,1,6,0,0,33,2019,Preston,BxN-RIL-347-11,V1,2,.
