"Record","Plot","Row","Column","Cp","Csp","Entry","Year","Location","Genotype","Trait","Value","CTRLGENOTYPE"
331,111,1,2,0,0,331,2019,"Preston","BxN-RIL-360-23","W2",4,0
331,111,1,2,0,0,331,2019,"Preston","BxN-RIL-360-23","W3",0,0
415,112,1,2,0,0,415,2019,"Preston","NxB-RIL-363-25","STD",2,0
415,112,1,2,0,0,415,2019,"Preston","NxB-RIL-363-25","V1",2,0
415,112,1,2,0,0,415,2019,"Preston","NxB-RIL-363-25","V2",4,0
415,112,1,2,0,0,415,2019,"Preston","NxB-RIL-363-25","V3",4,0
415,112,1,2,0,0,415,2019,"Preston","NxB-RIL-363-25","W1",0,0
415,112,1,2,0,0,415,2019,"Preston","NxB-RIL-363-25","W2",4,0
415,112,1,2,0,0,415,2019,"Preston","NxB-RIL-363-25","W3",5,0
374,113,1,2,0,0,374,2019,"Preston","NxB-RIL-362-3","STD",2,0
374,113,1,2,0,0,374,2019,"Preston","NxB-RIL-362-3","V1",2,0
374,113,1,2,0,0,374,2019,"Preston","NxB-RIL-362-3","V2",4,0
374,113,1,2,0,0,374,2019,"Preston","NxB-RIL-362-3","V3",3,0
374,113,1,2,0,0,374,2019,"Preston","NxB-RIL-362-3","W1",3,0
374,113,1,2,0,0,374,2019,"Preston","NxB-RIL-362-3","W2",4,0
374,113,1,2,0,0,374,2019,"Preston","NxB-RIL-362-3","W3",4,0
715,114,1,2,1,0,715,2019,"Preston","NorLin","STD",3,0
715,114,1,2,1,0,715,2019,"Preston","NorLin","V1",3,0
715,114,1,2,1,0,715,2019,"Preston","NorLin","V2",4,0
715,114,1,2,1,0,715,2019,"Preston","NorLin","V3",3,0
715,114,1,2,1,0,715,2019,"Preston","NorLin","W1",0,0
715,114,1,2,1,0,715,2019,"Preston","NorLin","W2",4,0
715,114,1,2,1,0,715,2019,"Preston","NorLin","W3",1,0
654,115,1,2,0,0,654,2019,"Preston","NxB-RIL-373-29","STD",4,0
654,115,1,2,0,0,654,2019,"Preston","NxB-RIL-373-29","V1",4,0
654,115,1,2,0,0,654,2019,"Preston","NxB-RIL-373-29","V2",5,0
654,115,1,2,0,0,654,2019,"Preston","NxB-RIL-373-29","V3",5,0
654,115,1,2,0,0,654,2019,"Preston","NxB-RIL-373-29","W1",6,0
654,115,1,2,0,0,654,2019,"Preston","NxB-RIL-373-29","W2",8,0
654,115,1,2,0,0,654,2019,"Preston","NxB-RIL-373-29","W3",7,0
384,116,1,2,0,0,384,2019,"Preston","NxB-RIL-362-15","STD",2,0
384,116,1,2,0,0,384,2019,"Preston","NxB-RIL-362-15","V1",3,0
384,116,1,2,0,0,384,2019,"Preston","NxB-RIL-362-15","V2",5,0
384,116,1,2,0,0,384,2019,"Preston","NxB-RIL-362-15","V3",4,0
384,116,1,2,0,0,384,2019,"Preston","NxB-RIL-362-15","W1",1,0
384,116,1,2,0,0,384,2019,"Preston","NxB-RIL-362-15","W2",6,0
384,116,1,2,0,0,384,2019,"Preston","NxB-RIL-362-15","W3",5,0
68,117,1,2,0,0,68,2019,"Preston","BxN-RIL-349-1","STD",2,0
68,117,1,2,0,0,68,2019,"Preston","BxN-RIL-349-1","V1",3,0
68,117,1,2,0,0,68,2019,"Preston","BxN-RIL-349-1","V2",3,0
68,117,1,2,0,0,68,2019,"Preston","BxN-RIL-349-1","V3",3,0
68,117,1,2,0,0,68,2019,"Preston","BxN-RIL-349-1","W1",0,0
68,117,1,2,0,0,68,2019,"Preston","BxN-RIL-349-1","W2",4,0
68,117,1,2,0,0,68,2019,"Preston","BxN-RIL-349-1","W3",1,0
390,118,1,2,0,0,390,2019,"Preston","NxB-RIL-362-21","STD",4,0
390,118,1,2,0,0,390,2019,"Preston","NxB-RIL-362-21","V1",4,0
390,118,1,2,0,0,390,2019,"Preston","NxB-RIL-362-21","V2",5,0
390,118,1,2,0,0,390,2019,"Preston","NxB-RIL-362-21","V3",5,0
390,118,1,2,0,0,390,2019,"Preston","NxB-RIL-362-21","W1",5,0
390,118,1,2,0,0,390,2019,"Preston","NxB-RIL-362-21","W2",7,0
390,118,1,2,0,0,390,2019,"Preston","NxB-RIL-362-21","W3",8,0
680,119,1,3,0,0,680,2019,"Preston","NxB-RIL-374-29","STD",1,0
680,119,1,3,0,0,680,2019,"Preston","NxB-RIL-374-29","V1",1,0
680,119,1,3,0,0,680,2019,"Preston","NxB-RIL-374-29","V2",1,0
680,119,1,3,0,0,680,2019,"Preston","NxB-RIL-374-29","V3",1,0
680,119,1,3,0,0,680,2019,"Preston","NxB-RIL-374-29","W1",0,0
680,119,1,3,0,0,680,2019,"Preston","NxB-RIL-374-29","W2",4,0
680,119,1,3,0,0,680,2019,"Preston","NxB-RIL-374-29","W3",1,0
327,120,1,3,0,0,327,2019,"Preston","BxN-RIL-360-19","STD",2,0
327,120,1,3,0,0,327,2019,"Preston","BxN-RIL-360-19","V1",2,0
327,120,1,3,0,0,327,2019,"Preston","BxN-RIL-360-19","V2",2,0
327,120,1,3,0,0,327,2019,"Preston","BxN-RIL-360-19","V3",1,0
327,120,1,3,0,0,327,2019,"Preston","BxN-RIL-360-19","W1",1,0
327,120,1,3,0,0,327,2019,"Preston","BxN-RIL-360-19","W2",3,0
327,120,1,3,0,0,327,2019,"Preston","BxN-RIL-360-19","W3",1,0
690,121,1,3,0,0,690,2019,"Preston","NxB-RIL-375-8","STD",3,0
690,121,1,3,0,0,690,2019,"Preston","NxB-RIL-375-8","V1",2,0
690,121,1,3,0,0,690,2019,"Preston","NxB-RIL-375-8","V2",2,0
690,121,1,3,0,0,690,2019,"Preston","NxB-RIL-375-8","V3",2,0
690,121,1,3,0,0,690,2019,"Preston","NxB-RIL-375-8","W1",4,0
690,121,1,3,0,0,690,2019,"Preston","NxB-RIL-375-8","W2",4,0
690,121,1,3,0,0,690,2019,"Preston","NxB-RIL-375-8","W3",2,0
401,122,1,3,0,0,401,2019,"Preston","NxB-RIL-363-6","STD",2,0
401,122,1,3,0,0,401,2019,"Preston","NxB-RIL-363-6","V1",2,0
401,122,1,3,0,0,401,2019,"Preston","NxB-RIL-363-6","V2",2,0
401,122,1,3,0,0,401,2019,"Preston","NxB-RIL-363-6","V3",1,0
401,122,1,3,0,0,401,2019,"Preston","NxB-RIL-363-6","W1",0,0
401,122,1,3,0,0,401,2019,"Preston","NxB-RIL-363-6","W2",3,0
401,122,1,3,0,0,401,2019,"Preston","NxB-RIL-363-6","W3",0,0
715,123,1,3,1,0,715,2019,"Preston","NorLin","STD",3,0
715,123,1,3,1,0,715,2019,"Preston","NorLin","V1",4,0
715,123,1,3,1,0,715,2019,"Preston","NorLin","V2",4,0
715,123,1,3,1,0,715,2019,"Preston","NorLin","V3",3,0
715,123,1,3,1,0,715,2019,"Preston","NorLin","W1",0,0
715,123,1,3,1,0,715,2019,"Preston","NorLin","W2",4,0
715,123,1,3,1,0,715,2019,"Preston","NorLin","W3",1,0
109,124,1,3,0,0,109,2019,"Preston","BxN-RIL-351-4","STD",4,0
109,124,1,3,0,0,109,2019,"Preston","BxN-RIL-351-4","V1",3,0
109,124,1,3,0,0,109,2019,"Preston","BxN-RIL-351-4","V2",4,0
109,124,1,3,0,0,109,2019,"Preston","BxN-RIL-351-4","V3",3,0
109,124,1,3,0,0,109,2019,"Preston","BxN-RIL-351-4","W1",2,0
109,124,1,3,0,0,109,2019,"Preston","BxN-RIL-351-4","W2",5,0
109,124,1,3,0,0,109,2019,"Preston","BxN-RIL-351-4","W3",4,0
166,125,1,3,0,0,166,2019,"Preston","BxN-RIL-353-22","STD",2,0
166,125,1,3,0,0,166,2019,"Preston","BxN-RIL-353-22","V1",3,0
166,125,1,3,0,0,166,2019,"Preston","BxN-RIL-353-22","V2",4,0
166,125,1,3,0,0,166,2019,"Preston","BxN-RIL-353-22","V3",3,0
166,125,1,3,0,0,166,2019,"Preston","BxN-RIL-353-22","W1",0,0
166,125,1,3,0,0,166,2019,"Preston","BxN-RIL-353-22","W2",5,0
166,125,1,3,0,0,166,2019,"Preston","BxN-RIL-353-22","W3",2,0
55,126,1,3,0,0,55,2019,"Preston","BxN-RIL-348-11","STD",3,0
55,126,1,3,0,0,55,2019,"Preston","BxN-RIL-348-11","V1",4,0
55,126,1,3,0,0,55,2019,"Preston","BxN-RIL-348-11","V2",4,0
55,126,1,3,0,0,55,2019,"Preston","BxN-RIL-348-11","V3",4,0
55,126,1,3,0,0,55,2019,"Preston","BxN-RIL-348-11","W1",0,0
55,126,1,3,0,0,55,2019,"Preston","BxN-RIL-348-11","W2",5,0
55,126,1,3,0,0,55,2019,"Preston","BxN-RIL-348-11","W3",4,0
570,127,1,3,0,0,570,2019,"Preston","NxB-RIL-370-14","STD",2,0
570,127,1,3,0,0,570,2019,"Preston","NxB-RIL-370-14","V1",2,0
570,127,1,3,0,0,570,2019,"Preston","NxB-RIL-370-14","V2",4,0
570,127,1,3,0,0,570,2019,"Preston","NxB-RIL-370-14","V3",1,0
570,127,1,3,0,0,570,2019,"Preston","NxB-RIL-370-14","W1",0,0
570,127,1,3,0,0,570,2019,"Preston","NxB-RIL-370-14","W2",6,0
570,127,1,3,0,0,570,2019,"Preston","NxB-RIL-370-14","W3",4,0
163,128,1,4,0,0,163,2019,"Preston","BxN-RIL-353-18","STD",2,0
163,128,1,4,0,0,163,2019,"Preston","BxN-RIL-353-18","V1",2,0
163,128,1,4,0,0,163,2019,"Preston","BxN-RIL-353-18","V2",3,0
163,128,1,4,0,0,163,2019,"Preston","BxN-RIL-353-18","V3",2,0
163,128,1,4,0,0,163,2019,"Preston","BxN-RIL-353-18","W1",0,0
163,128,1,4,0,0,163,2019,"Preston","BxN-RIL-353-18","W2",3,0
163,128,1,4,0,0,163,2019,"Preston","BxN-RIL-353-18","W3",5,0
241,129,1,4,0,0,241,2019,"Preston","BxN-RIL-357-12","STD",2,0
241,129,1,4,0,0,241,2019,"Preston","BxN-RIL-357-12","V1",3,0
241,129,1,4,0,0,241,2019,"Preston","BxN-RIL-357-12","V2",3,0
241,129,1,4,0,0,241,2019,"Preston","BxN-RIL-357-12","V3",2,0
241,129,1,4,0,0,241,2019,"Preston","BxN-RIL-357-12","W1",0,0
241,129,1,4,0,0,241,2019,"Preston","BxN-RIL-357-12","W2",4,0
241,129,1,4,0,0,241,2019,"Preston","BxN-RIL-357-12","W3",2,0
30,130,1,4,0,0,30,2019,"Preston","BxN-RIL-347-8","STD",4,0
30,130,1,4,0,0,30,2019,"Preston","BxN-RIL-347-8","V1",3,0
30,130,1,4,0,0,30,2019,"Preston","BxN-RIL-347-8","V2",4,0
30,130,1,4,0,0,30,2019,"Preston","BxN-RIL-347-8","V3",3,0
30,130,1,4,0,0,30,2019,"Preston","BxN-RIL-347-8","W1",5,0
30,130,1,4,0,0,30,2019,"Preston","BxN-RIL-347-8","W2",7,0
30,130,1,4,0,0,30,2019,"Preston","BxN-RIL-347-8","W3",5,0
687,131,1,4,0,0,687,2019,"Preston","NxB-RIL-375-5","STD",2,0
687,131,1,4,0,0,687,2019,"Preston","NxB-RIL-375-5","V1",2,0
687,131,1,4,0,0,687,2019,"Preston","NxB-RIL-375-5","V2",3,0
687,131,1,4,0,0,687,2019,"Preston","NxB-RIL-375-5","V3",1,0
687,131,1,4,0,0,687,2019,"Preston","NxB-RIL-375-5","W1",3,0
687,131,1,4,0,0,687,2019,"Preston","NxB-RIL-375-5","W2",5,0
687,131,1,4,0,0,687,2019,"Preston","NxB-RIL-375-5","W3",4,0
715,132,1,4,1,0,715,2019,"Preston","NorLin","STD",3,0
715,132,1,4,1,0,715,2019,"Preston","NorLin","V1",3,0
715,132,1,4,1,0,715,2019,"Preston","NorLin","V2",4,0
715,132,1,4,1,0,715,2019,"Preston","NorLin","V3",3,0
715,132,1,4,1,0,715,2019,"Preston","NorLin","W1",0,0
715,132,1,4,1,0,715,2019,"Preston","NorLin","W2",4,0
715,132,1,4,1,0,715,2019,"Preston","NorLin","W3",4,0
484,133,1,4,0,0,484,2019,"Preston","NxB-RIL-366-23","STD",2,0
484,133,1,4,0,0,484,2019,"Preston","NxB-RIL-366-23","V1",3,0
484,133,1,4,0,0,484,2019,"Preston","NxB-RIL-366-23","V2",3,0
484,133,1,4,0,0,484,2019,"Preston","NxB-RIL-366-23","V3",3,0
484,133,1,4,0,0,484,2019,"Preston","NxB-RIL-366-23","W1",3,0
484,133,1,4,0,0,484,2019,"Preston","NxB-RIL-366-23","W2",5,0
484,133,1,4,0,0,484,2019,"Preston","NxB-RIL-366-23","W3",4,0
659,134,1,4,0,0,659,2019,"Preston","NxB-RIL-374-4","STD",3,0
659,134,1,4,0,0,659,2019,"Preston","NxB-RIL-374-4","V1",4,0
659,134,1,4,0,0,659,2019,"Preston","NxB-RIL-374-4","V2",4,0
659,134,1,4,0,0,659,2019,"Preston","NxB-RIL-374-4","V3",3,0
659,134,1,4,0,0,659,2019,"Preston","NxB-RIL-374-4","W1",2,0
659,134,1,4,0,0,659,2019,"Preston","NxB-RIL-374-4","W2",4,0
659,134,1,4,0,0,659,2019,"Preston","NxB-RIL-374-4","W3",5,0
145,135,1,4,0,0,145,2019,"Preston","BxN-RIL-352-28","STD",3,0
145,135,1,4,0,0,145,2019,"Preston","BxN-RIL-352-28","V1",3,0
145,135,1,4,0,0,145,2019,"Preston","BxN-RIL-352-28","V2",3,0
145,135,1,4,0,0,145,2019,"Preston","BxN-RIL-352-28","V3",2,0
145,135,1,4,0,0,145,2019,"Preston","BxN-RIL-352-28","W1",0,0
145,135,1,4,0,0,145,2019,"Preston","BxN-RIL-352-28","W2",5,0
145,135,1,4,0,0,145,2019,"Preston","BxN-RIL-352-28","W3",2,0
339,136,1,4,0,0,339,2019,"Preston","BxN-RIL-360-31","STD",3,0
339,136,1,4,0,0,339,2019,"Preston","BxN-RIL-360-31","V1",4,0
339,136,1,4,0,0,339,2019,"Preston","BxN-RIL-360-31","V2",4,0
339,136,1,4,0,0,339,2019,"Preston","BxN-RIL-360-31","V3",3,0
339,136,1,4,0,0,339,2019,"Preston","BxN-RIL-360-31","W1",5,0
339,136,1,4,0,0,339,2019,"Preston","BxN-RIL-360-31","W2",5,0
339,136,1,4,0,0,339,2019,"Preston","BxN-RIL-360-31","W3",4,0
202,137,1,5,0,0,202,2019,"Preston","BxN-RIL-355-14","STD",2,0
202,137,1,5,0,0,202,2019,"Preston","BxN-RIL-355-14","V1",2,0
202,137,1,5,0,0,202,2019,"Preston","BxN-RIL-355-14","V2",3,0
202,137,1,5,0,0,202,2019,"Preston","BxN-RIL-355-14","V3",1,0
202,137,1,5,0,0,202,2019,"Preston","BxN-RIL-355-14","W1",0,0
202,137,1,5,0,0,202,2019,"Preston","BxN-RIL-355-14","W2",5,0
202,137,1,5,0,0,202,2019,"Preston","BxN-RIL-355-14","W3",2,0
206,138,1,5,0,0,206,2019,"Preston","BxN-RIL-355-20","STD",3,0
206,138,1,5,0,0,206,2019,"Preston","BxN-RIL-355-20","V1",4,0
206,138,1,5,0,0,206,2019,"Preston","BxN-RIL-355-20","V2",5,0
206,138,1,5,0,0,206,2019,"Preston","BxN-RIL-355-20","V3",4,0
206,138,1,5,0,0,206,2019,"Preston","BxN-RIL-355-20","W1",1,0
206,138,1,5,0,0,206,2019,"Preston","BxN-RIL-355-20","W2",7,0
206,138,1,5,0,0,206,2019,"Preston","BxN-RIL-355-20","W3",6,0
376,139,1,5,0,0,376,2019,"Preston","NxB-RIL-362-5","STD",3,0
376,139,1,5,0,0,376,2019,"Preston","NxB-RIL-362-5","V1",4,0
376,139,1,5,0,0,376,2019,"Preston","NxB-RIL-362-5","V2",3,0
376,139,1,5,0,0,376,2019,"Preston","NxB-RIL-362-5","V3",4,0
376,139,1,5,0,0,376,2019,"Preston","NxB-RIL-362-5","W1",4,0
376,139,1,5,0,0,376,2019,"Preston","NxB-RIL-362-5","W2",4,0
376,139,1,5,0,0,376,2019,"Preston","NxB-RIL-362-5","W3",5,0
677,140,1,5,0,0,677,2019,"Preston","NxB-RIL-374-26","STD",4,0
677,140,1,5,0,0,677,2019,"Preston","NxB-RIL-374-26","V1",4,0
677,140,1,5,0,0,677,2019,"Preston","NxB-RIL-374-26","V2",5,0
677,140,1,5,0,0,677,2019,"Preston","NxB-RIL-374-26","V3",4,0
677,140,1,5,0,0,677,2019,"Preston","NxB-RIL-374-26","W1",6,0
677,140,1,5,0,0,677,2019,"Preston","NxB-RIL-374-26","W2",4,0
677,140,1,5,0,0,677,2019,"Preston","NxB-RIL-374-26","W3",6,0
715,141,1,5,1,0,715,2019,"Preston","NorLin","STD",4,0
715,141,1,5,1,0,715,2019,"Preston","NorLin","V1",3,0
715,141,1,5,1,0,715,2019,"Preston","NorLin","V2",4,0
715,141,1,5,1,0,715,2019,"Preston","NorLin","V3",3,0
715,141,1,5,1,0,715,2019,"Preston","NorLin","W1",0,0
715,141,1,5,1,0,715,2019,"Preston","NorLin","W2",6,0
715,141,1,5,1,0,715,2019,"Preston","NorLin","W3",2,0
439,142,1,5,0,0,439,2019,"Preston","NxB-RIL-364-25","STD",2,0
439,142,1,5,0,0,439,2019,"Preston","NxB-RIL-364-25","V1",2,0
439,142,1,5,0,0,439,2019,"Preston","NxB-RIL-364-25","V2",5,0
439,142,1,5,0,0,439,2019,"Preston","NxB-RIL-364-25","V3",3,0
439,142,1,5,0,0,439,2019,"Preston","NxB-RIL-364-25","W1",0,0
439,142,1,5,0,0,439,2019,"Preston","NxB-RIL-364-25","W2",7,0
439,142,1,5,0,0,439,2019,"Preston","NxB-RIL-364-25","W3",2,0
59,143,1,5,0,0,59,2019,"Preston","BxN-RIL-348-16","STD",2,0
59,143,1,5,0,0,59,2019,"Preston","BxN-RIL-348-16","V1",2,0
59,143,1,5,0,0,59,2019,"Preston","BxN-RIL-348-16","V2",3,0
59,143,1,5,0,0,59,2019,"Preston","BxN-RIL-348-16","V3",2,0
59,143,1,5,0,0,59,2019,"Preston","BxN-RIL-348-16","W1",1,0
59,143,1,5,0,0,59,2019,"Preston","BxN-RIL-348-16","W2",3,0
59,143,1,5,0,0,59,2019,"Preston","BxN-RIL-348-16","W3",4,0
535,144,1,5,0,0,535,2019,"Preston","NxB-RIL-369-1","STD",1,0
535,144,1,5,0,0,535,2019,"Preston","NxB-RIL-369-1","V1",1,0
535,144,1,5,0,0,535,2019,"Preston","NxB-RIL-369-1","V2",3,0
535,144,1,5,0,0,535,2019,"Preston","NxB-RIL-369-1","V3",1,0
535,144,1,5,0,0,535,2019,"Preston","NxB-RIL-369-1","W1",0,0
535,144,1,5,0,0,535,2019,"Preston","NxB-RIL-369-1","W2",4,0
535,144,1,5,0,0,535,2019,"Preston","NxB-RIL-369-1","W3",0,0
135,145,1,5,0,0,135,2019,"Preston","BxN-RIL-352-16","STD",2,0
135,145,1,5,0,0,135,2019,"Preston","BxN-RIL-352-16","V1",2,0
135,145,1,5,0,0,135,2019,"Preston","BxN-RIL-352-16","V2",3,0
135,145,1,5,0,0,135,2019,"Preston","BxN-RIL-352-16","V3",2,0
135,145,1,5,0,0,135,2019,"Preston","BxN-RIL-352-16","W1",0,0
135,145,1,5,0,0,135,2019,"Preston","BxN-RIL-352-16","W2",4,0
135,145,1,5,0,0,135,2019,"Preston","BxN-RIL-352-16","W3",0,0
33,146,1,6,0,0,33,2019,"Preston","BxN-RIL-347-11","STD",1,0
33,146,1,6,0,0,33,2019,"Preston","BxN-RIL-347-11","V1",2,0
33,146,1,6,0,0,33,2019,"Preston","BxN-RIL-347-11","V2",2,0
33,146,1,6,0,0,33,2019,"Preston","BxN-RIL-347-11","V3",3,0
33,146,1,6,0,0,33,2019,"Preston","BxN-RIL-347-11","W1",0,0
33,146,1,6,0,0,33,2019,"Preston","BxN-RIL-347-11","W2",5,0
33,146,1,6,0,0,33,2019,"Preston","BxN-RIL-347-11","W3",0,0
702,147,1,6,0,0,702,2019,"Preston","NxB-RIL-375-21","STD",3,0
702,147,1,6,0,0,702,2019,"Preston","NxB-RIL-375-21","V1",3,0
702,147,1,6,0,0,702,2019,"Preston","NxB-RIL-375-21","V2",3,0
702,147,1,6,0,0,702,2019,"Preston","NxB-RIL-375-21","V3",2,0
702,147,1,6,0,0,702,2019,"Preston","NxB-RIL-375-21","W1",4,0
702,147,1,6,0,0,702,2019,"Preston","NxB-RIL-375-21","W2",5,0
702,147,1,6,0,0,702,2019,"Preston","NxB-RIL-375-21","W3",0,0
24,148,1,6,0,0,24,2019,"Preston","BxN-RIL-347-2","STD",2,0
24,148,1,6,0,0,24,2019,"Preston","BxN-RIL-347-2","V1",2,0
24,148,1,6,0,0,24,2019,"Preston","BxN-RIL-347-2","V2",3,0
24,148,1,6,0,0,24,2019,"Preston","BxN-RIL-347-2","V3",3,0
24,148,1,6,0,0,24,2019,"Preston","BxN-RIL-347-2","W1",0,0
24,148,1,6,0,0,24,2019,"Preston","BxN-RIL-347-2","W2",5,0
24,148,1,6,0,0,24,2019,"Preston","BxN-RIL-347-2","W3",4,0
233,149,1,6,0,0,233,2019,"Preston","BxN-RIL-357-1","STD",2,0
233,149,1,6,0,0,233,2019,"Preston","BxN-RIL-357-1","V1",3,0
233,149,1,6,0,0,233,2019,"Preston","BxN-RIL-357-1","V2",3,0
233,149,1,6,0,0,233,2019,"Preston","BxN-RIL-357-1","V3",4,0
233,149,1,6,0,0,233,2019,"Preston","BxN-RIL-357-1","W1",0,0
233,149,1,6,0,0,233,2019,"Preston","BxN-RIL-357-1","W2",4,0
233,149,1,6,0,0,233,2019,"Preston","BxN-RIL-357-1","W3",4,0
715,150,1,6,1,0,715,2019,"Preston","NorLin","STD",3,0
715,150,1,6,1,0,715,2019,"Preston","NorLin","V1",4,0
