"","Record","Plot","Row","Column","Cp","Csp","Entry","Year","Location","Genotype","Trait","Value"
"203",241,129,1,4,0,0,241,2019,"Preston","BxN-RIL-357-12","W3",2
"204",30,130,1,4,0,0,30,2019,"Preston","BxN-RIL-347-8","STD",4
"205",30,130,1,4,0,0,30,2019,"Preston","BxN-RIL-347-8","V1",3
"206",30,130,1,4,0,0,30,2019,"Preston","BxN-RIL-347-8","V2",4
"207",30,130,1,4,0,0,30,2019,"Preston","BxN-RIL-347-8","V3",3
"208",30,130,1,4,0,0,30,2019,"Preston","BxN-RIL-347-8","W1",5
"209",30,130,1,4,0,0,30,2019,"Preston","BxN-RIL-347-8","W2",7
"210",30,130,1,4,0,0,30,2019,"Preston","BxN-RIL-347-8","W3",5
"211",687,131,1,4,0,0,687,2019,"Preston","NxB-RIL-375-5","STD",2
"212",687,131,1,4,0,0,687,2019,"Preston","NxB-RIL-375-5","V1",2
"213",687,131,1,4,0,0,687,2019,"Preston","NxB-RIL-375-5","V2",3
"214",687,131,1,4,0,0,687,2019,"Preston","NxB-RIL-375-5","V3",1
"215",687,131,1,4,0,0,687,2019,"Preston","NxB-RIL-375-5","W1",3
"216",687,131,1,4,0,0,687,2019,"Preston","NxB-RIL-375-5","W2",5
"217",687,131,1,4,0,0,687,2019,"Preston","NxB-RIL-375-5","W3",4
"218",715,132,1,4,1,0,715,2019,"Preston","NorLin","STD",3
"219",715,132,1,4,1,0,715,2019,"Preston","NorLin","V1",3
"220",715,132,1,4,1,0,715,2019,"Preston","NorLin","V2",4
"221",715,132,1,4,1,0,715,2019,"Preston","NorLin","V3",3
"222",715,132,1,4,1,0,715,2019,"Preston","NorLin","W1",0
"223",715,132,1,4,1,0,715,2019,"Preston","NorLin","W2",4
"224",715,132,1,4,1,0,715,2019,"Preston","NorLin","W3",4
"225",484,133,1,4,0,0,484,2019,"Preston","NxB-RIL-366-23","STD",2
"226",484,133,1,4,0,0,484,2019,"Preston","NxB-RIL-366-23","V1",3
"227",484,133,1,4,0,0,484,2019,"Preston","NxB-RIL-366-23","V2",3
"228",484,133,1,4,0,0,484,2019,"Preston","NxB-RIL-366-23","V3",3
"229",484,133,1,4,0,0,484,2019,"Preston","NxB-RIL-366-23","W1",3
"230",484,133,1,4,0,0,484,2019,"Preston","NxB-RIL-366-23","W2",5
"231",484,133,1,4,0,0,484,2019,"Preston","NxB-RIL-366-23","W3",4
"232",659,134,1,4,0,0,659,2019,"Preston","NxB-RIL-374-4","STD",3
"233",659,134,1,4,0,0,659,2019,"Preston","NxB-RIL-374-4","V1",4
"234",659,134,1,4,0,0,659,2019,"Preston","NxB-RIL-374-4","V2",4
"235",659,134,1,4,0,0,659,2019,"Preston","NxB-RIL-374-4","V3",3
"236",659,134,1,4,0,0,659,2019,"Preston","NxB-RIL-374-4","W1",2
"237",659,134,1,4,0,0,659,2019,"Preston","NxB-RIL-374-4","W2",4
"238",659,134,1,4,0,0,659,2019,"Preston","NxB-RIL-374-4","W3",5
"239",145,135,1,4,0,0,145,2019,"Preston","BxN-RIL-352-28","STD",3
"240",145,135,1,4,0,0,145,2019,"Preston","BxN-RIL-352-28","V1",3
"241",145,135,1,4,0,0,145,2019,"Preston","BxN-RIL-352-28","V2",3
"242",145,135,1,4,0,0,145,2019,"Preston","BxN-RIL-352-28","V3",2
"243",145,135,1,4,0,0,145,2019,"Preston","BxN-RIL-352-28","W1",0
"244",145,135,1,4,0,0,145,2019,"Preston","BxN-RIL-352-28","W2",5
"245",145,135,1,4,0,0,145,2019,"Preston","BxN-RIL-352-28","W3",2
"246",339,136,1,4,0,0,339,2019,"Preston","BxN-RIL-360-31","STD",3
"247",339,136,1,4,0,0,339,2019,"Preston","BxN-RIL-360-31","V1",4
"248",339,136,1,4,0,0,339,2019,"Preston","BxN-RIL-360-31","V2",4
"249",339,136,1,4,0,0,339,2019,"Preston","BxN-RIL-360-31","V3",3
"250",339,136,1,4,0,0,339,2019,"Preston","BxN-RIL-360-31","W1",5
"251",339,136,1,4,0,0,339,2019,"Preston","BxN-RIL-360-31","W2",5
"252",339,136,1,4,0,0,339,2019,"Preston","BxN-RIL-360-31","W3",4
"253",202,137,1,5,0,0,202,2019,"Preston","BxN-RIL-355-14","STD",2
"254",202,137,1,5,0,0,202,2019,"Preston","BxN-RIL-355-14","V1",2
"255",202,137,1,5,0,0,202,2019,"Preston","BxN-RIL-355-14","V2",3
"256",202,137,1,5,0,0,202,2019,"Preston","BxN-RIL-355-14","V3",1
"257",202,137,1,5,0,0,202,2019,"Preston","BxN-RIL-355-14","W1",0
"258",202,137,1,5,0,0,202,2019,"Preston","BxN-RIL-355-14","W2",5
"259",202,137,1,5,0,0,202,2019,"Preston","BxN-RIL-355-14","W3",2
"260",206,138,1,5,0,0,206,2019,"Preston","BxN-RIL-355-20","STD",3
"261",206,138,1,5,0,0,206,2019,"Preston","BxN-RIL-355-20","V1",4
"262",206,138,1,5,0,0,206,2019,"Preston","BxN-RIL-355-20","V2",5
"263",206,138,1,5,0,0,206,2019,"Preston","BxN-RIL-355-20","V3",4
"264",206,138,1,5,0,0,206,2019,"Preston","BxN-RIL-355-20","W1",1
"265",206,138,1,5,0,0,206,2019,"Preston","BxN-RIL-355-20","W2",7
"266",206,138,1,5,0,0,206,2019,"Preston","BxN-RIL-355-20","W3",6
"267",376,139,1,5,0,0,376,2019,"Preston","NxB-RIL-362-5","STD",3
"268",376,139,1,5,0,0,376,2019,"Preston","NxB-RIL-362-5","V1",4
"269",376,139,1,5,0,0,376,2019,"Preston","NxB-RIL-362-5","V2",3
"270",376,139,1,5,0,0,376,2019,"Preston","NxB-RIL-362-5","V3",4
"271",376,139,1,5,0,0,376,2019,"Preston","NxB-RIL-362-5","W1",4
"272",376,139,1,5,0,0,376,2019,"Preston","NxB-RIL-362-5","W2",4
"273",376,139,1,5,0,0,376,2019,"Preston","NxB-RIL-362-5","W3",5
"274",677,140,1,5,0,0,677,2019,"Preston","NxB-RIL-374-26","STD",4
"275",677,140,1,5,0,0,677,2019,"Preston","NxB-RIL-374-26","V1",4
"276",677,140,1,5,0,0,677,2019,"Preston","NxB-RIL-374-26","V2",5
"277",677,140,1,5,0,0,677,2019,"Preston","NxB-RIL-374-26","V3",4
"278",677,140,1,5,0,0,677,2019,"Preston","NxB-RIL-374-26","W1",6
"279",677,140,1,5,0,0,677,2019,"Preston","NxB-RIL-374-26","W2",4
"280",677,140,1,5,0,0,677,2019,"Preston","NxB-RIL-374-26","W3",6
"281",715,141,1,5,1,0,715,2019,"Preston","NorLin","STD",4
"282",715,141,1,5,1,0,715,2019,"Preston","NorLin","V1",3
"283",715,141,1,5,1,0,715,2019,"Preston","NorLin","V2",4
"284",715,141,1,5,1,0,715,2019,"Preston","NorLin","V3",3
"285",715,141,1,5,1,0,715,2019,"Preston","NorLin","W1",0
"286",715,141,1,5,1,0,715,2019,"Preston","NorLin","W2",6
"287",715,141,1,5,1,0,715,2019,"Preston","NorLin","W3",2
"288",439,142,1,5,0,0,439,2019,"Preston","NxB-RIL-364-25","STD",2
"289",439,142,1,5,0,0,439,2019,"Preston","NxB-RIL-364-25","V1",2
"290",439,142,1,5,0,0,439,2019,"Preston","NxB-RIL-364-25","V2",5
"291",439,142,1,5,0,0,439,2019,"Preston","NxB-RIL-364-25","V3",3
"292",439,142,1,5,0,0,439,2019,"Preston","NxB-RIL-364-25","W1",0
"293",439,142,1,5,0,0,439,2019,"Preston","NxB-RIL-364-25","W2",7
"294",439,142,1,5,0,0,439,2019,"Preston","NxB-RIL-364-25","W3",2
"295",59,143,1,5,0,0,59,2019,"Preston","BxN-RIL-348-16","STD",2
"296",59,143,1,5,0,0,59,2019,"Preston","BxN-RIL-348-16","V1",2
"297",59,143,1,5,0,0,59,2019,"Preston","BxN-RIL-348-16","V2",3
"298",59,143,1,5,0,0,59,2019,"Preston","BxN-RIL-348-16","V3",2
"299",59,143,1,5,0,0,59,2019,"Preston","BxN-RIL-348-16","W1",1
"300",59,143,1,5,0,0,59,2019,"Preston","BxN-RIL-348-16","W2",3
"301",59,143,1,5,0,0,59,2019,"Preston","BxN-RIL-348-16","W3",4
"302",535,144,1,5,0,0,535,2019,"Preston","NxB-RIL-369-1","STD",1
"303",535,144,1,5,0,0,535,2019,"Preston","NxB-RIL-369-1","V1",1
"304",535,144,1,5,0,0,535,2019,"Preston","NxB-RIL-369-1","V2",3
"305",535,144,1,5,0,0,535,2019,"Preston","NxB-RIL-369-1","V3",1
"306",535,144,1,5,0,0,535,2019,"Preston","NxB-RIL-369-1","W1",0
"307",535,144,1,5,0,0,535,2019,"Preston","NxB-RIL-369-1","W2",4
"308",535,144,1,5,0,0,535,2019,"Preston","NxB-RIL-369-1","W3",0
"309",135,145,1,5,0,0,135,2019,"Preston","BxN-RIL-352-16","STD",2
"310",135,145,1,5,0,0,135,2019,"Preston","BxN-RIL-352-16","V1",2
"311",135,145,1,5,0,0,135,2019,"Preston","BxN-RIL-352-16","V2",3
"312",135,145,1,5,0,0,135,2019,"Preston","BxN-RIL-352-16","V3",2
"313",135,145,1,5,0,0,135,2019,"Preston","BxN-RIL-352-16","W1",0
"314",135,145,1,5,0,0,135,2019,"Preston","BxN-RIL-352-16","W2",4
"315",135,145,1,5,0,0,135,2019,"Preston","BxN-RIL-352-16","W3",0
"316",33,146,1,6,0,0,33,2019,"Preston","BxN-RIL-347-11","STD",1
"317",33,146,1,6,0,0,33,2019,"Preston","BxN-RIL-347-11","V1",2
"318",33,146,1,6,0,0,33,2019,"Preston","BxN-RIL-347-11","V2",2
"319",33,146,1,6,0,0,33,2019,"Preston","BxN-RIL-347-11","V3",3
"320",33,146,1,6,0,0,33,2019,"Preston","BxN-RIL-347-11","W1",0
"321",33,146,1,6,0,0,33,2019,"Preston","BxN-RIL-347-11","W2",5
"322",33,146,1,6,0,0,33,2019,"Preston","BxN-RIL-347-11","W3",0
"323",702,147,1,6,0,0,702,2019,"Preston","NxB-RIL-375-21","STD",3
"324",702,147,1,6,0,0,702,2019,"Preston","NxB-RIL-375-21","V1",3
"325",702,147,1,6,0,0,702,2019,"Preston","NxB-RIL-375-21","V2",3
"326",702,147,1,6,0,0,702,2019,"Preston","NxB-RIL-375-21","V3",2
"327",702,147,1,6,0,0,702,2019,"Preston","NxB-RIL-375-21","W1",4
"328",702,147,1,6,0,0,702,2019,"Preston","NxB-RIL-375-21","W2",5
"329",702,147,1,6,0,0,702,2019,"Preston","NxB-RIL-375-21","W3",0
"330",24,148,1,6,0,0,24,2019,"Preston","BxN-RIL-347-2","STD",2
"331",24,148,1,6,0,0,24,2019,"Preston","BxN-RIL-347-2","V1",2
"332",24,148,1,6,0,0,24,2019,"Preston","BxN-RIL-347-2","V2",3
"333",24,148,1,6,0,0,24,2019,"Preston","BxN-RIL-347-2","V3",3
"334",24,148,1,6,0,0,24,2019,"Preston","BxN-RIL-347-2","W1",0
"335",24,148,1,6,0,0,24,2019,"Preston","BxN-RIL-347-2","W2",5
"336",24,148,1,6,0,0,24,2019,"Preston","BxN-RIL-347-2","W3",4
