Record	Plot	Row	Column	Cp	Csp	Entry	Year	Location	Genotype	Trait	Value
715	105	1	1	1	0	715	2019	Preston	NorLin	STD	2.86
715	105	1	1	1	0	715	2019	Preston	NorLin	V1	1.87
715	105	1	1	1	0	715	2019	Preston	NorLin	V2	2.07
715	105	1	1	1	0	715	2019	Preston	NorLin	V3	1.86
715	105	1	1	1	0	715	2019	Preston	NorLin	W1	3.34
715	105	1	1	1	0	715	2019	Preston	NorLin	W2	4.41
715	105	1	1	1	0	715	2019	Preston	NorLin	W3	0
108	106	1	1	0	0	108	2019	Preston	BxN-RIL-351-2	STD	1.86
108	106	1	1	0	0	108	2019	Preston	BxN-RIL-351-2	V1	1.87
108	106	1	1	0	0	108	2019	Preston	BxN-RIL-351-2	V2	2.07
108	106	1	1	0	0	108	2019	Preston	BxN-RIL-351-2	V3	1.86
108	106	1	1	0	0	108	2019	Preston	BxN-RIL-351-2	W1	5.34
108	106	1	1	0	0	108	2019	Preston	BxN-RIL-351-2	W2	5.41
108	106	1	1	0	0	108	2019	Preston	BxN-RIL-351-2	W3	6.84
456	107	1	1	0	0	456	2019	Preston	NxB-RIL-365-18	STD	1.86
456	107	1	1	0	0	456	2019	Preston	NxB-RIL-365-18	V1	1.87
456	107	1	1	0	0	456	2019	Preston	NxB-RIL-365-18	V2	3.07
456	107	1	1	0	0	456	2019	Preston	NxB-RIL-365-18	V3	2.86
456	107	1	1	0	0	456	2019	Preston	NxB-RIL-365-18	W1	0
456	107	1	1	0	0	456	2019	Preston	NxB-RIL-365-18	W2	2.41
456	107	1	1	0	0	456	2019	Preston	NxB-RIL-365-18	W3	3.84
389	108	1	1	0	0	389	2019	Preston	NxB-RIL-362-20	STD	2.86
389	108	1	1	0	0	389	2019	Preston	NxB-RIL-362-20	V1	2.87
389	108	1	1	0	0	389	2019	Preston	NxB-RIL-362-20	V2	3.07
389	108	1	1	0	0	389	2019	Preston	NxB-RIL-362-20	V3	2.86
389	108	1	1	0	0	389	2019	Preston	NxB-RIL-362-20	W1	4.34
389	108	1	1	0	0	389	2019	Preston	NxB-RIL-362-20	W2	3.41
389	108	1	1	0	0	389	2019	Preston	NxB-RIL-362-20	W3	3.84
465	109	1	1	0	0	465	2019	Preston	NxB-RIL-365-28	STD	0.86
465	109	1	1	0	0	465	2019	Preston	NxB-RIL-365-28	V1	0.87
465	109	1	1	0	0	465	2019	Preston	NxB-RIL-365-28	V2	2.07
465	109	1	1	0	0	465	2019	Preston	NxB-RIL-365-28	V3	0.86
465	109	1	1	0	0	465	2019	Preston	NxB-RIL-365-28	W1	2.34
465	109	1	1	0	0	465	2019	Preston	NxB-RIL-365-28	W2	4.41
465	109	1	1	0	0	465	2019	Preston	NxB-RIL-365-28	W3	6.84
86	110	1	2	0	0	86	2019	Preston	BxN-RIL-349-23	STD	2.51
86	110	1	2	0	0	86	2019	Preston	BxN-RIL-349-23	V1	3.27
86	110	1	2	0	0	86	2019	Preston	BxN-RIL-349-23	V2	2.24
86	110	1	2	0	0	86	2019	Preston	BxN-RIL-349-23	V3	3.2
86	110	1	2	0	0	86	2019	Preston	BxN-RIL-349-23	W1	2.07
86	110	1	2	0	0	86	2019	Preston	BxN-RIL-349-23	W2	3.29
86	110	1	2	0	0	86	2019	Preston	BxN-RIL-349-23	W3	6.04
331	111	1	2	0	0	331	2019	Preston	BxN-RIL-360-23	STD	0.51
331	111	1	2	0	0	331	2019	Preston	BxN-RIL-360-23	V1	0.27
331	111	1	2	0	0	331	2019	Preston	BxN-RIL-360-23	V2	0.24
331	111	1	2	0	0	331	2019	Preston	BxN-RIL-360-23	V3	0.2
331	111	1	2	0	0	331	2019	Preston	BxN-RIL-360-23	W1	0
331	111	1	2	0	0	331	2019	Preston	BxN-RIL-360-23	W2	3.29
331	111	1	2	0	0	331	2019	Preston	BxN-RIL-360-23	W3	0
415	112	1	2	0	0	415	2019	Preston	NxB-RIL-363-25	STD	1.51
415	112	1	2	0	0	415	2019	Preston	NxB-RIL-363-25	V1	1.27
415	112	1	2	0	0	415	2019	Preston	NxB-RIL-363-25	V2	2.24
415	112	1	2	0	0	415	2019	Preston	NxB-RIL-363-25	V3	3.2
415	112	1	2	0	0	415	2019	Preston	NxB-RIL-363-25	W1	0
415	112	1	2	0	0	415	2019	Preston	NxB-RIL-363-25	W2	3.29
415	112	1	2	0	0	415	2019	Preston	NxB-RIL-363-25	W3	6.04
374	113	1	2	0	0	374	2019	Preston	NxB-RIL-362-3	STD	1.51
374	113	1	2	0	0	374	2019	Preston	NxB-RIL-362-3	V1	1.27
374	113	1	2	0	0	374	2019	Preston	NxB-RIL-362-3	V2	2.24
374	113	1	2	0	0	374	2019	Preston	NxB-RIL-362-3	V3	2.2
374	113	1	2	0	0	374	2019	Preston	NxB-RIL-362-3	W1	4.07
374	113	1	2	0	0	374	2019	Preston	NxB-RIL-362-3	W2	3.29
374	113	1	2	0	0	374	2019	Preston	NxB-RIL-362-3	W3	5.04
715	114	1	2	1	0	715	2019	Preston	NorLin	STD	2.51
715	114	1	2	1	0	715	2019	Preston	NorLin	V1	2.27
715	114	1	2	1	0	715	2019	Preston	NorLin	V2	2.24
715	114	1	2	1	0	715	2019	Preston	NorLin	V3	2.2
715	114	1	2	1	0	715	2019	Preston	NorLin	W1	0
715	114	1	2	1	0	715	2019	Preston	NorLin	W2	3.29
715	114	1	2	1	0	715	2019	Preston	NorLin	W3	2.04
654	115	1	2	0	0	654	2019	Preston	NxB-RIL-373-29	STD	3.51
654	115	1	2	0	0	654	2019	Preston	NxB-RIL-373-29	V1	3.27
654	115	1	2	0	0	654	2019	Preston	NxB-RIL-373-29	V2	3.24
654	115	1	2	0	0	654	2019	Preston	NxB-RIL-373-29	V3	4.2
654	115	1	2	0	0	654	2019	Preston	NxB-RIL-373-29	W1	7.07
654	115	1	2	0	0	654	2019	Preston	NxB-RIL-373-29	W2	7.29
654	115	1	2	0	0	654	2019	Preston	NxB-RIL-373-29	W3	8.04
384	116	1	2	0	0	384	2019	Preston	NxB-RIL-362-15	STD	1.51
384	116	1	2	0	0	384	2019	Preston	NxB-RIL-362-15	V1	2.27
384	116	1	2	0	0	384	2019	Preston	NxB-RIL-362-15	V2	3.24
384	116	1	2	0	0	384	2019	Preston	NxB-RIL-362-15	V3	3.2
384	116	1	2	0	0	384	2019	Preston	NxB-RIL-362-15	W1	2.07
384	116	1	2	0	0	384	2019	Preston	NxB-RIL-362-15	W2	5.29
384	116	1	2	0	0	384	2019	Preston	NxB-RIL-362-15	W3	6.04
68	117	1	2	0	0	68	2019	Preston	BxN-RIL-349-1	STD	1.51
68	117	1	2	0	0	68	2019	Preston	BxN-RIL-349-1	V1	2.27
68	117	1	2	0	0	68	2019	Preston	BxN-RIL-349-1	V2	1.24
68	117	1	2	0	0	68	2019	Preston	BxN-RIL-349-1	V3	2.2
68	117	1	2	0	0	68	2019	Preston	BxN-RIL-349-1	W1	0
68	117	1	2	0	0	68	2019	Preston	BxN-RIL-349-1	W2	3.29
68	117	1	2	0	0	68	2019	Preston	BxN-RIL-349-1	W3	2.04
390	118	1	2	0	0	390	2019	Preston	NxB-RIL-362-21	STD	3.51
390	118	1	2	0	0	390	2019	Preston	NxB-RIL-362-21	V1	3.27
390	118	1	2	0	0	390	2019	Preston	NxB-RIL-362-21	V2	3.24
390	118	1	2	0	0	390	2019	Preston	NxB-RIL-362-21	V3	4.2
390	118	1	2	0	0	390	2019	Preston	NxB-RIL-362-21	W1	6.07
390	118	1	2	0	0	390	2019	Preston	NxB-RIL-362-21	W2	6.29
390	118	1	2	0	0	390	2019	Preston	NxB-RIL-362-21	W3	9.04
680	119	1	3	0	0	680	2019	Preston	NxB-RIL-374-29	STD	0.43
680	119	1	3	0	0	680	2019	Preston	NxB-RIL-374-29	V1	0.06
680	119	1	3	0	0	680	2019	Preston	NxB-RIL-374-29	V2	0
680	119	1	3	0	0	680	2019	Preston	NxB-RIL-374-29	V3	0
680	119	1	3	0	0	680	2019	Preston	NxB-RIL-374-29	W1	0
680	119	1	3	0	0	680	2019	Preston	NxB-RIL-374-29	W2	2.65
680	119	1	3	0	0	680	2019	Preston	NxB-RIL-374-29	W3	1.6
327	120	1	3	0	0	327	2019	Preston	BxN-RIL-360-19	STD	1.43
327	120	1	3	0	0	327	2019	Preston	BxN-RIL-360-19	V1	1.06
327	120	1	3	0	0	327	2019	Preston	BxN-RIL-360-19	V2	0.51
327	120	1	3	0	0	327	2019	Preston	BxN-RIL-360-19	V3	0
327	120	1	3	0	0	327	2019	Preston	BxN-RIL-360-19	W1	2.28
327	120	1	3	0	0	327	2019	Preston	BxN-RIL-360-19	W2	1.65
327	120	1	3	0	0	327	2019	Preston	BxN-RIL-360-19	W3	1.6
690	121	1	3	0	0	690	2019	Preston	NxB-RIL-375-8	STD	2.43
690	121	1	3	0	0	690	2019	Preston	NxB-RIL-375-8	V1	1.06
690	121	1	3	0	0	690	2019	Preston	NxB-RIL-375-8	V2	0.51
690	121	1	3	0	0	690	2019	Preston	NxB-RIL-375-8	V3	1.03
690	121	1	3	0	0	690	2019	Preston	NxB-RIL-375-8	W1	5.28
690	121	1	3	0	0	690	2019	Preston	NxB-RIL-375-8	W2	2.65
690	121	1	3	0	0	690	2019	Preston	NxB-RIL-375-8	W3	2.6
401	122	1	3	0	0	401	2019	Preston	NxB-RIL-363-6	STD	1.43
401	122	1	3	0	0	401	2019	Preston	NxB-RIL-363-6	V1	1.06
401	122	1	3	0	0	401	2019	Preston	NxB-RIL-363-6	V2	0.51
401	122	1	3	0	0	401	2019	Preston	NxB-RIL-363-6	V3	0
401	122	1	3	0	0	401	2019	Preston	NxB-RIL-363-6	W1	0
401	122	1	3	0	0	401	2019	Preston	NxB-RIL-363-6	W2	1.65
401	122	1	3	0	0	401	2019	Preston	NxB-RIL-363-6	W3	0
715	123	1	3	1	0	715	2019	Preston	NorLin	STD	2.43
715	123	1	3	1	0	715	2019	Preston	NorLin	V1	3.06
715	123	1	3	1	0	715	2019	Preston	NorLin	V2	2.51
715	123	1	3	1	0	715	2019	Preston	NorLin	V3	2.03
715	123	1	3	1	0	715	2019	Preston	NorLin	W1	0
715	123	1	3	1	0	715	2019	Preston	NorLin	W2	2.65
715	123	1	3	1	0	715	2019	Preston	NorLin	W3	1.6
109	124	1	3	0	0	109	2019	Preston	BxN-RIL-351-4	STD	3.43
109	124	1	3	0	0	109	2019	Preston	BxN-RIL-351-4	V1	2.06
109	124	1	3	0	0	109	2019	Preston	BxN-RIL-351-4	V2	2.51
109	124	1	3	0	0	109	2019	Preston	BxN-RIL-351-4	V3	2.03
109	124	1	3	0	0	109	2019	Preston	BxN-RIL-351-4	W1	3.28
109	124	1	3	0	0	109	2019	Preston	BxN-RIL-351-4	W2	3.65
109	124	1	3	0	0	109	2019	Preston	BxN-RIL-351-4	W3	4.6
166	125	1	3	0	0	166	2019	Preston	BxN-RIL-353-22	STD	1.43
166	125	1	3	0	0	166	2019	Preston	BxN-RIL-353-22	V1	2.06
166	125	1	3	0	0	166	2019	Preston	BxN-RIL-353-22	V2	2.51
166	125	1	3	0	0	166	2019	Preston	BxN-RIL-353-22	V3	2.03
166	125	1	3	0	0	166	2019	Preston	BxN-RIL-353-22	W1	0
166	125	1	3	0	0	166	2019	Preston	BxN-RIL-353-22	W2	3.65
166	125	1	3	0	0	166	2019	Preston	BxN-RIL-353-22	W3	2.6
55	126	1	3	0	0	55	2019	Preston	BxN-RIL-348-11	STD	2.43
55	126	1	3	0	0	55	2019	Preston	BxN-RIL-348-11	V1	3.06
55	126	1	3	0	0	55	2019	Preston	BxN-RIL-348-11	V2	2.51
55	126	1	3	0	0	55	2019	Preston	BxN-RIL-348-11	V3	3.03
55	126	1	3	0	0	55	2019	Preston	BxN-RIL-348-11	W1	0
55	126	1	3	0	0	55	2019	Preston	BxN-RIL-348-11	W2	3.65
55	126	1	3	0	0	55	2019	Preston	BxN-RIL-348-11	W3	4.6
570	127	1	3	0	0	570	2019	Preston	NxB-RIL-370-14	STD	1.43
570	127	1	3	0	0	570	2019	Preston	NxB-RIL-370-14	V1	1.06
570	127	1	3	0	0	570	2019	Preston	NxB-RIL-370-14	V2	2.51
570	127	1	3	0	0	570	2019	Preston	NxB-RIL-370-14	V3	0
570	127	1	3	0	0	570	2019	Preston	NxB-RIL-370-14	W1	0
570	127	1	3	0	0	570	2019	Preston	NxB-RIL-370-14	W2	4.65
570	127	1	3	0	0	570	2019	Preston	NxB-RIL-370-14	W3	4.6
163	128	1	4	0	0	163	2019	Preston	BxN-RIL-353-18	STD	1.43
163	128	1	4	0	0	163	2019	Preston	BxN-RIL-353-18	V1	1.17
163	128	1	4	0	0	163	2019	Preston	BxN-RIL-353-18	V2	1.42
163	128	1	4	0	0	163	2019	Preston	BxN-RIL-353-18	V3	1.37
163	128	1	4	0	0	163	2019	Preston	BxN-RIL-353-18	W1	0
163	128	1	4	0	0	163	2019	Preston	BxN-RIL-353-18	W2	1.55
163	128	1	4	0	0	163	2019	Preston	BxN-RIL-353-18	W3	4.4
241	129	1	4	0	0	241	2019	Preston	BxN-RIL-357-12	STD	1.43
241	129	1	4	0	0	241	2019	Preston	BxN-RIL-357-12	V1	2.17
241	129	1	4	0	0	241	2019	Preston	BxN-RIL-357-12	V2	1.42
241	129	1	4	0	0	241	2019	Preston	BxN-RIL-357-12	V3	1.37
241	129	1	4	0	0	241	2019	Preston	BxN-RIL-357-12	W1	0
241	129	1	4	0	0	241	2019	Preston	BxN-RIL-357-12	W2	2.55
241	129	1	4	0	0	241	2019	Preston	BxN-RIL-357-12	W3	1.4
30	130	1	4	0	0	30	2019	Preston	BxN-RIL-347-8	STD	3.43
30	130	1	4	0	0	30	2019	Preston	BxN-RIL-347-8	V1	2.17
30	130	1	4	0	0	30	2019	Preston	BxN-RIL-347-8	V2	2.42
30	130	1	4	0	0	30	2019	Preston	BxN-RIL-347-8	V3	2.37
30	130	1	4	0	0	30	2019	Preston	BxN-RIL-347-8	W1	6.07
30	130	1	4	0	0	30	2019	Preston	BxN-RIL-347-8	W2	5.55
30	130	1	4	0	0	30	2019	Preston	BxN-RIL-347-8	W3	4.4
687	131	1	4	0	0	687	2019	Preston	NxB-RIL-375-5	STD	1.43
687	131	1	4	0	0	687	2019	Preston	NxB-RIL-375-5	V1	1.17
687	131	1	4	0	0	687	2019	Preston	NxB-RIL-375-5	V2	1.42
687	131	1	4	0	0	687	2019	Preston	NxB-RIL-375-5	V3	0.37
687	131	1	4	0	0	687	2019	Preston	NxB-RIL-375-5	W1	4.07
687	131	1	4	0	0	687	2019	Preston	NxB-RIL-375-5	W2	3.55
687	131	1	4	0	0	687	2019	Preston	NxB-RIL-375-5	W3	3.4
715	132	1	4	1	0	715	2019	Preston	NorLin	STD	2.43
715	132	1	4	1	0	715	2019	Preston	NorLin	V1	2.17
715	132	1	4	1	0	715	2019	Preston	NorLin	V2	2.42
715	132	1	4	1	0	715	2019	Preston	NorLin	V3	2.37
715	132	1	4	1	0	715	2019	Preston	NorLin	W1	0
715	132	1	4	1	0	715	2019	Preston	NorLin	W2	2.55
715	132	1	4	1	0	715	2019	Preston	NorLin	W3	3.4
484	133	1	4	0	0	484	2019	Preston	NxB-RIL-366-23	STD	1.43
484	133	1	4	0	0	484	2019	Preston	NxB-RIL-366-23	V1	2.17
484	133	1	4	0	0	484	2019	Preston	NxB-RIL-366-23	V2	1.42
484	133	1	4	0	0	484	2019	Preston	NxB-RIL-366-23	V3	2.37
484	133	1	4	0	0	484	2019	Preston	NxB-RIL-366-23	W1	4.07
484	133	1	4	0	0	484	2019	Preston	NxB-RIL-366-23	W2	3.55
484	133	1	4	0	0	484	2019	Preston	NxB-RIL-366-23	W3	3.4
659	134	1	4	0	0	659	2019	Preston	NxB-RIL-374-4	STD	2.43
659	134	1	4	0	0	659	2019	Preston	NxB-RIL-374-4	V1	3.17
659	134	1	4	0	0	659	2019	Preston	NxB-RIL-374-4	V2	2.42
659	134	1	4	0	0	659	2019	Preston	NxB-RIL-374-4	V3	2.37
659	134	1	4	0	0	659	2019	Preston	NxB-RIL-374-4	W1	3.07
659	134	1	4	0	0	659	2019	Preston	NxB-RIL-374-4	W2	2.55
659	134	1	4	0	0	659	2019	Preston	NxB-RIL-374-4	W3	4.4
145	135	1	4	0	0	145	2019	Preston	BxN-RIL-352-28	STD	2.43
145	135	1	4	0	0	145	2019	Preston	BxN-RIL-352-28	V1	2.17
145	135	1	4	0	0	145	2019	Preston	BxN-RIL-352-28	V2	1.42
145	135	1	4	0	0	145	2019	Preston	BxN-RIL-352-28	V3	1.37
145	135	1	4	0	0	145	2019	Preston	BxN-RIL-352-28	W1	0
145	135	1	4	0	0	145	2019	Preston	BxN-RIL-352-28	W2	3.55
145	135	1	4	0	0	145	2019	Preston	BxN-RIL-352-28	W3	1.4
339	136	1	4	0	0	339	2019	Preston	BxN-RIL-360-31	STD	2.43
339	136	1	4	0	0	339	2019	Preston	BxN-RIL-360-31	V1	3.17
339	136	1	4	0	0	339	2019	Preston	BxN-RIL-360-31	V2	2.42
339	136	1	4	0	0	339	2019	Preston	BxN-RIL-360-31	V3	2.37
339	136	1	4	0	0	339	2019	Preston	BxN-RIL-360-31	W1	6.07
339	136	1	4	0	0	339	2019	Preston	BxN-RIL-360-31	W2	3.55
339	136	1	4	0	0	339	2019	Preston	BxN-RIL-360-31	W3	3.4
202	137	1	5	0	0	202	2019	Preston	BxN-RIL-355-14	STD	1.21
202	137	1	5	0	0	202	2019	Preston	BxN-RIL-355-14	V1	1.46
202	137	1	5	0	0	202	2019	Preston	BxN-RIL-355-14	V2	2.12
202	137	1	5	0	0	202	2019	Preston	BxN-RIL-355-14	V3	0.62
202	137	1	5	0	0	202	2019	Preston	BxN-RIL-355-14	W1	0
202	137	1	5	0	0	202	2019	Preston	BxN-RIL-355-14	W2	3.59
202	137	1	5	0	0	202	2019	Preston	BxN-RIL-355-14	W3	2.72
206	138	1	5	0	0	206	2019	Preston	BxN-RIL-355-20	STD	2.21
206	138	1	5	0	0	206	2019	Preston	BxN-RIL-355-20	V1	3.46
206	138	1	5	0	0	206	2019	Preston	BxN-RIL-355-20	V2	4.12
206	138	1	5	0	0	206	2019	Preston	BxN-RIL-355-20	V3	3.62
206	138	1	5	0	0	206	2019	Preston	BxN-RIL-355-20	W1	2.49
206	138	1	5	0	0	206	2019	Preston	BxN-RIL-355-20	W2	5.59
206	138	1	5	0	0	206	2019	Preston	BxN-RIL-355-20	W3	6.72
376	139	1	5	0	0	376	2019	Preston	NxB-RIL-362-5	STD	2.21
376	139	1	5	0	0	376	2019	Preston	NxB-RIL-362-5	V1	3.46
376	139	1	5	0	0	376	2019	Preston	NxB-RIL-362-5	V2	2.12
376	139	1	5	0	0	376	2019	Preston	NxB-RIL-362-5	V3	3.62
376	139	1	5	0	0	376	2019	Preston	NxB-RIL-362-5	W1	5.49
376	139	1	5	0	0	376	2019	Preston	NxB-RIL-362-5	W2	2.59
376	139	1	5	0	0	376	2019	Preston	NxB-RIL-362-5	W3	5.72
677	140	1	5	0	0	677	2019	Preston	NxB-RIL-374-26	STD	3.21
677	140	1	5	0	0	677	2019	Preston	NxB-RIL-374-26	V1	3.46
677	140	1	5	0	0	677	2019	Preston	NxB-RIL-374-26	V2	4.12
677	140	1	5	0	0	677	2019	Preston	NxB-RIL-374-26	V3	3.62
677	140	1	5	0	0	677	2019	Preston	NxB-RIL-374-26	W1	7.49
677	140	1	5	0	0	677	2019	Preston	NxB-RIL-374-26	W2	2.59
677	140	1	5	0	0	677	2019	Preston	NxB-RIL-374-26	W3	6.72
715	141	1	5	1	0	715	2019	Preston	NorLin	STD	3.21
715	141	1	5	1	0	715	2019	Preston	NorLin	V1	2.46
715	141	1	5	1	0	715	2019	Preston	NorLin	V2	3.12
715	141	1	5	1	0	715	2019	Preston	NorLin	V3	2.62
715	141	1	5	1	0	715	2019	Preston	NorLin	W1	0
715	141	1	5	1	0	715	2019	Preston	NorLin	W2	4.59
715	141	1	5	1	0	715	2019	Preston	NorLin	W3	2.72
439	142	1	5	0	0	439	2019	Preston	NxB-RIL-364-25	STD	1.21
439	142	1	5	0	0	439	2019	Preston	NxB-RIL-364-25	V1	1.46
439	142	1	5	0	0	439	2019	Preston	NxB-RIL-364-25	V2	4.12
439	142	1	5	0	0	439	2019	Preston	NxB-RIL-364-25	V3	2.62
439	142	1	5	0	0	439	2019	Preston	NxB-RIL-364-25	W1	0
439	142	1	5	0	0	439	2019	Preston	NxB-RIL-364-25	W2	5.59
439	142	1	5	0	0	439	2019	Preston	NxB-RIL-364-25	W3	2.72
59	143	1	5	0	0	59	2019	Preston	BxN-RIL-348-16	STD	1.21
59	143	1	5	0	0	59	2019	Preston	BxN-RIL-348-16	V1	1.46
59	143	1	5	0	0	59	2019	Preston	BxN-RIL-348-16	V2	2.12
59	143	1	5	0	0	59	2019	Preston	BxN-RIL-348-16	V3	1.62
59	143	1	5	0	0	59	2019	Preston	BxN-RIL-348-16	W1	2.49
59	143	1	5	0	0	59	2019	Preston	BxN-RIL-348-16	W2	1.59
59	143	1	5	0	0	59	2019	Preston	BxN-RIL-348-16	W3	4.72
535	144	1	5	0	0	535	2019	Preston	NxB-RIL-369-1	STD	0.21
535	144	1	5	0	0	535	2019	Preston	NxB-RIL-369-1	V1	0.46
535	144	1	5	0	0	535	2019	Preston	NxB-RIL-369-1	V2	2.12
535	144	1	5	0	0	535	2019	Preston	NxB-RIL-369-1	V3	0.62
535	144	1	5	0	0	535	2019	Preston	NxB-RIL-369-1	W1	0
535	144	1	5	0	0	535	2019	Preston	NxB-RIL-369-1	W2	2.59
535	144	1	5	0	0	535	2019	Preston	NxB-RIL-369-1	W3	0
135	145	1	5	0	0	135	2019	Preston	BxN-RIL-352-16	STD	1.21
135	145	1	5	0	0	135	2019	Preston	BxN-RIL-352-16	V1	1.46
135	145	1	5	0	0	135	2019	Preston	BxN-RIL-352-16	V2	2.12
135	145	1	5	0	0	135	2019	Preston	BxN-RIL-352-16	V3	1.62
135	145	1	5	0	0	135	2019	Preston	BxN-RIL-352-16	W1	0
135	145	1	5	0	0	135	2019	Preston	BxN-RIL-352-16	W2	2.59
135	145	1	5	0	0	135	2019	Preston	BxN-RIL-352-16	W3	0
33	146	1	6	0	0	33	2019	Preston	BxN-RIL-347-11	STD	1.04
33	146	1	6	0	0	33	2019	Preston	BxN-RIL-347-11	V1	1.65
33	146	1	6	0	0	33	2019	Preston	BxN-RIL-347-11	V2	1.42
33	146	1	6	0	0	33	2019	Preston	BxN-RIL-347-11	V3	2.37
33	146	1	6	0	0	33	2019	Preston	BxN-RIL-347-11	W1	0
33	146	1	6	0	0	33	2019	Preston	BxN-RIL-347-11	W2	3.66
33	146	1	6	0	0	33	2019	Preston	BxN-RIL-347-11	W3	0
702	147	1	6	0	0	702	2019	Preston	NxB-RIL-375-21	STD	3.04
702	147	1	6	0	0	702	2019	Preston	NxB-RIL-375-21	V1	2.65
702	147	1	6	0	0	702	2019	Preston	NxB-RIL-375-21	V2	2.42
702	147	1	6	0	0	702	2019	Preston	NxB-RIL-375-21	V3	1.37
702	147	1	6	0	0	702	2019	Preston	NxB-RIL-375-21	W1	5.49
702	147	1	6	0	0	702	2019	Preston	NxB-RIL-375-21	W2	3.66
702	147	1	6	0	0	702	2019	Preston	NxB-RIL-375-21	W3	0
24	148	1	6	0	0	24	2019	Preston	BxN-RIL-347-2	STD	2.04
24	148	1	6	0	0	24	2019	Preston	BxN-RIL-347-2	V1	1.65
24	148	1	6	0	0	24	2019	Preston	BxN-RIL-347-2	V2	2.42
24	148	1	6	0	0	24	2019	Preston	BxN-RIL-347-2	V3	2.37
24	148	1	6	0	0	24	2019	Preston	BxN-RIL-347-2	W1	0
24	148	1	6	0	0	24	2019	Preston	BxN-RIL-347-2	W2	3.66
24	148	1	6	0	0	24	2019	Preston	BxN-RIL-347-2	W3	4.86
233	149	1	6	0	0	233	2019	Preston	BxN-RIL-357-1	STD	2.04
233	149	1	6	0	0	233	2019	Preston	BxN-RIL-357-1	V1	2.65
233	149	1	6	0	0	233	2019	Preston	BxN-RIL-357-1	V2	2.42
233	149	1	6	0	0	233	2019	Preston	BxN-RIL-357-1	V3	3.37
233	149	1	6	0	0	233	2019	Preston	BxN-RIL-357-1	W1	0
233	149	1	6	0	0	233	2019	Preston	BxN-RIL-357-1	W2	2.66
233	149	1	6	0	0	233	2019	Preston	BxN-RIL-357-1	W3	4.86
715	150	1	6	1	0	715	2019	Preston	NorLin	STD	3.04
715	150	1	6	1	0	715	2019	Preston	NorLin	V1	3.65
715	150	1	6	1	0	715	2019	Preston	NorLin	V2	2.42
715	150	1	6	1	0	715	2019	Preston	NorLin	V3	2.37
715	150	1	6	1	0	715	2019	Preston	NorLin	W1	0
715	150	1	6	1	0	715	2019	Preston	NorLin	W2	3.66
715	150	1	6	1	0	715	2019	Preston	NorLin	W3	0
56	151	1	6	0	0	56	2019	Preston	BxN-RIL-348-13	STD	2.04
56	151	1	6	0	0	56	2019	Preston	BxN-RIL-348-13	V1	2.65
56	151	1	6	0	0	56	2019	Preston	BxN-RIL-348-13	V2	3.42
56	151	1	6	0	0	56	2019	Preston	BxN-RIL-348-13	V3	3.37
56	151	1	6	0	0	56	2019	Preston	BxN-RIL-348-13	W1	6.49
56	151	1	6	0	0	56	2019	Preston	BxN-RIL-348-13	W2	3.66
56	151	1	6	0	0	56	2019	Preston	BxN-RIL-348-13	W3	5.86
