Record	Plot	Row	Column	Cp	Csp	Entry	Year	Location	Genotype	Trait	Value	Raw value	Method 1	Method 3	Method 1+3	Suggested value	Suggested method
102	833	10	1	0	0	102	2019	Preston	BxN-RIL-350-18	V2		3	3.12	2.42	2.93	2.93	M1+M3
102	833	10	1	0	0	102	2019	Preston	BxN-RIL-350-18	V3		4	3.89	3.63	3.8	3.63	M3
102	833	10	1	0	0	102	2019	Preston	BxN-RIL-350-18	W1		0	0	0	0	0	undef
102	833	10	1	0	0	102	2019	Preston	BxN-RIL-350-18	W2		5	6.01	4.89	5.91	4.89	M3
102	833	10	1	0	0	102	2019	Preston	BxN-RIL-350-18	W3		6	6.83	6.04	6.54	6.54	M1+M3
103	697	8	4	0	0	103	2019	Preston	BxN-RIL-350-19	STD		2	1.82	2.2	1.94	2	unadj.
103	697	8	4	0	0	103	2019	Preston	BxN-RIL-350-19	V1		3	3.16	3.09	3.17	3.17	M1+M3
103	697	8	4	0	0	103	2019	Preston	BxN-RIL-350-19	V2		2	2.08	2.19	2.13	2.13	M1+M3
103	697	8	4	0	0	103	2019	Preston	BxN-RIL-350-19	V3		3	3.27	3.15	3.27	3.15	M3
103	697	8	4	0	0	103	2019	Preston	BxN-RIL-350-19	W1		1	0.47	0.88	0.46	0.46	M1+M3
103	697	8	4	0	0	103	2019	Preston	BxN-RIL-350-19	W2		3	3.34	3.65	3.44	3.65	M3
103	697	8	4	0	0	103	2019	Preston	BxN-RIL-350-19	W3		2	1.44	2.04	1.68	1.68	M1+M3
104	336	3	9	0	0	104	2019	Preston	BxN-RIL-350-20	STD		1	1.12	0.93	1.07	1	unadj.
104	336	3	9	0	0	104	2019	Preston	BxN-RIL-350-20	V1		1	1.13	1.09	1.14	1.14	M1+M3
104	336	3	9	0	0	104	2019	Preston	BxN-RIL-350-20	V2		1	0.8	1.19	0.88	0.88	M1+M3
104	336	3	9	0	0	104	2019	Preston	BxN-RIL-350-20	V3		1	0.54	0.63	0.5	0.63	M3
104	336	3	9	0	0	104	2019	Preston	BxN-RIL-350-20	W1		0	0	0	0	0	undef
104	336	3	9	0	0	104	2019	Preston	BxN-RIL-350-20	W2		5	3.84	4.51	3.83	4.51	M3
104	336	3	9	0	0	104	2019	Preston	BxN-RIL-350-20	W3		2	0.7	0.95	0	0	M1+M3
105	743	8	9	0	0	105	2019	Preston	BxN-RIL-350-21	STD		3	3.12	2.67	2.95	3	unadj.
105	743	8	9	0	0	105	2019	Preston	BxN-RIL-350-21	V1		2	2.36	1.97	2.35	2.35	M1+M3
105	743	8	9	0	0	105	2019	Preston	BxN-RIL-350-21	V2		2	2.58	1.8	2.45	2.45	M1+M3
105	743	8	9	0	0	105	2019	Preston	BxN-RIL-350-21	V3		2	1.77	1.63	1.7	1.63	M3
105	743	8	9	0	0	105	2019	Preston	BxN-RIL-350-21	W1		2	2.47	1.88	2.33	2.33	M1+M3
105	743	8	9	0	0	105	2019	Preston	BxN-RIL-350-21	W2		4	4.84	3.89	4.76	3.89	M3
105	743	8	9	0	0	105	2019	Preston	BxN-RIL-350-21	W3		4	3.14	4.04	3.49	3.49	M1+M3
106	718	8	6	0	0	106	2019	Preston	BxN-RIL-350-22	STD		3	3.52	3.2	3.55	3	unadj.
106	718	8	6	0	0	106	2019	Preston	BxN-RIL-350-22	V1		2	2.66	2.09	2.66	2.66	M1+M3
106	718	8	6	0	0	106	2019	Preston	BxN-RIL-350-22	V2		2	3.08	2.57	3.13	3.13	M1+M3
106	718	8	6	0	0	106	2019	Preston	BxN-RIL-350-22	V3		3	3.27	3.15	3.27	3.15	M3
106	718	8	6	0	0	106	2019	Preston	BxN-RIL-350-22	W1		1	0.87	0.88	0.81	0.81	M1+M3
106	718	8	6	0	0	106	2019	Preston	BxN-RIL-350-22	W2		4	4.54	4.65	4.63	4.65	M3
106	718	8	6	0	0	106	2019	Preston	BxN-RIL-350-22	W3		5	5.04	5.31	5.43	5.43	M1+M3
107	163	1	7	0	0	107	2019	Preston	BxN-RIL-351-1	STD		2	1.68	1.93	1.69	2	unadj.
107	163	1	7	0	0	107	2019	Preston	BxN-RIL-351-1	V1		1	0.36	0.85	0.35	0.35	M1+M3
107	163	1	7	0	0	107	2019	Preston	BxN-RIL-351-1	V2		3	1.81	2.42	1.77	1.77	M1+M3
107	163	1	7	0	0	107	2019	Preston	BxN-RIL-351-1	V3		3	2.18	2.63	2.2	2.63	M3
107	163	1	7	0	0	107	2019	Preston	BxN-RIL-351-1	W1		0	0	0	0	0	undef
107	163	1	7	0	0	107	2019	Preston	BxN-RIL-351-1	W2		6	4.56	5.51	4.57	5.51	M3
107	163	1	7	0	0	107	2019	Preston	BxN-RIL-351-1	W3		2	2.22	2.04	2.16	2.16	M1+M3
108	106	1	1	0	0	108	2019	Preston	BxN-RIL-351-2	STD		2	1.88	1.93	1.86	2	unadj.
108	106	1	1	0	0	108	2019	Preston	BxN-RIL-351-2	V1		2	1.86	2.09	1.87	1.87	M1+M3
108	106	1	1	0	0	108	2019	Preston	BxN-RIL-351-2	V2		3	2.01	2.8	2.07	2.07	M1+M3
108	106	1	1	0	0	108	2019	Preston	BxN-RIL-351-2	V3		2	1.78	2.15	1.86	2.15	M3
108	106	1	1	0	0	108	2019	Preston	BxN-RIL-351-2	W1		5	5.62	4.6	5.34	5.34	M1+M3
108	106	1	1	0	0	108	2019	Preston	BxN-RIL-351-2	W2		6	5.46	5.51	5.41	5.51	M3
108	106	1	1	0	0	108	2019	Preston	BxN-RIL-351-2	W3		5	6.72	5.23	6.84	6.84	M1+M3
109	124	1	3	0	0	109	2019	Preston	BxN-RIL-351-4	STD		4	3.38	3.93	3.43	4	unadj.
109	124	1	3	0	0	109	2019	Preston	BxN-RIL-351-4	V1		3	2.06	2.85	2.06	2.06	M1+M3
109	124	1	3	0	0	109	2019	Preston	BxN-RIL-351-4	V2		4	2.51	3.42	2.51	2.51	M1+M3
109	124	1	3	0	0	109	2019	Preston	BxN-RIL-351-4	V3		3	1.98	2.63	2.03	2.63	M3
109	124	1	3	0	0	109	2019	Preston	BxN-RIL-351-4	W1		2	3.22	2.17	3.28	3.28	M1+M3
109	124	1	3	0	0	109	2019	Preston	BxN-RIL-351-4	W2		5	3.56	4.89	3.65	4.89	M3
109	124	1	3	0	0	109	2019	Preston	BxN-RIL-351-4	W3		4	4.32	4.31	4.6	4.6	M1+M3
11	871	10	5	0	0	11	2019	Preston	BxN-RIL-346-14	STD		3	2.17	2.67	2.12	3	unadj.
11	871	10	5	0	0	11	2019	Preston	BxN-RIL-346-14	V1		4	3.57	3.97	3.57	3.57	M1+M3
11	871	10	5	0	0	11	2019	Preston	BxN-RIL-346-14	V2		2	2.32	2.19	2.34	2.34	M1+M3
11	871	10	5	0	0	11	2019	Preston	BxN-RIL-346-14	V3		2	1.79	1.63	1.72	1.63	M3
11	871	10	5	0	0	11	2019	Preston	BxN-RIL-346-14	W1		4	2.31	3.33	2.19	2.19	M1+M3
11	871	10	5	0	0	11	2019	Preston	BxN-RIL-346-14	W2		3	3.21	3.27	3.25	3.27	M3
11	871	10	5	0	0	11	2019	Preston	BxN-RIL-346-14	W3		2	2.23	2.04	2.17	2.17	M1+M3
110	317	3	7	0	0	110	2019	Preston	BxN-RIL-351-5	STD		3	3.12	2.93	3.07	3	unadj.
110	317	3	7	0	0	110	2019	Preston	BxN-RIL-351-5	V1		4	4.13	3.97	4.12	4.12	M1+M3
110	317	3	7	0	0	110	2019	Preston	BxN-RIL-351-5	V2		5	4.7	4.8	4.68	4.68	M1+M3
110	317	3	7	0	0	110	2019	Preston	BxN-RIL-351-5	V3		4	3.84	3.63	3.76	3.63	M3
110	317	3	7	0	0	110	2019	Preston	BxN-RIL-351-5	W1		4	4.78	4.11	4.8	4.8	M1+M3
110	317	3	7	0	0	110	2019	Preston	BxN-RIL-351-5	W2		6	4.44	5.51	4.46	5.51	M3
110	317	3	7	0	0	110	2019	Preston	BxN-RIL-351-5	W3		6	5	5.49	4.64	4.64	M1+M3
111	187	2	1	0	0	111	2019	Preston	BxN-RIL-351-6	STD		1	1.32	1.2	1.37	1	unadj.
111	187	2	1	0	0	111	2019	Preston	BxN-RIL-351-6	V1		1	1.3	0.97	1.29	1.29	M1+M3
111	187	2	1	0	0	111	2019	Preston	BxN-RIL-351-6	V2		2	1.57	1.8	1.56	1.56	M1+M3
111	187	2	1	0	0	111	2019	Preston	BxN-RIL-351-6	V3		1	1.56	1.67	1.67	1.67	M3
111	187	2	1	0	0	111	2019	Preston	BxN-RIL-351-6	W1		0	0	0	0	0	undef
111	187	2	1	0	0	111	2019	Preston	BxN-RIL-351-6	W2		5	4.9	4.89	4.89	4.89	M3
111	187	2	1	0	0	111	2019	Preston	BxN-RIL-351-6	W3		0	0	0	0	0	undef
112	873	10	5	0	0	112	2019	Preston	BxN-RIL-351-8	STD		2	1.17	1.67	1.12	2	unadj.
112	873	10	5	0	0	112	2019	Preston	BxN-RIL-351-8	V1		3	2.57	2.97	2.57	2.57	M1+M3
112	873	10	5	0	0	112	2019	Preston	BxN-RIL-351-8	V2		2	2.32	2.19	2.34	2.34	M1+M3
112	873	10	5	0	0	112	2019	Preston	BxN-RIL-351-8	V3		2	1.79	1.63	1.72	1.63	M3
112	873	10	5	0	0	112	2019	Preston	BxN-RIL-351-8	W1		0	0	0	0	0	undef
112	873	10	5	0	0	112	2019	Preston	BxN-RIL-351-8	W2		3	3.21	3.27	3.25	3.27	M3
112	873	10	5	0	0	112	2019	Preston	BxN-RIL-351-8	W3		2	2.23	2.04	2.17	2.17	M1+M3
113	247	2	8	0	0	113	2019	Preston	BxN-RIL-351-9	STD		2	2.32	2.2	2.37	2	unadj.
113	247	2	8	0	0	113	2019	Preston	BxN-RIL-351-9	V1		2	2	1.97	2	2	M1+M3
113	247	2	8	0	0	113	2019	Preston	BxN-RIL-351-9	V2		3	2.47	3.19	2.59	2.59	M1+M3
113	247	2	8	0	0	113	2019	Preston	BxN-RIL-351-9	V3		2	1.96	2.15	2.01	2.15	M3
113	247	2	8	0	0	113	2019	Preston	BxN-RIL-351-9	W1		1	1.89	0.33	1.46	1.46	M1+M3
113	247	2	8	0	0	113	2019	Preston	BxN-RIL-351-9	W2		6	5.4	5.89	5.42	5.89	M3
113	247	2	8	0	0	113	2019	Preston	BxN-RIL-351-9	W3		4	4.71	4.31	4.84	4.84	M1+M3
114	297	3	4	0	0	114	2019	Preston	BxN-RIL-351-11	STD		2	1.82	1.93	1.81	2	unadj.
114	297	3	4	0	0	114	2019	Preston	BxN-RIL-351-11	V1		3	2.93	2.97	2.93	2.93	M1+M3
114	297	3	4	0	0	114	2019	Preston	BxN-RIL-351-11	V2		3	2.3	2.42	2.2	2.2	M1+M3
114	297	3	4	0	0	114	2019	Preston	BxN-RIL-351-11	V3		3	3.04	3.15	3.08	3.15	M3
114	297	3	4	0	0	114	2019	Preston	BxN-RIL-351-11	W1		1	1.58	1.16	1.55	1.55	M1+M3
114	297	3	4	0	0	114	2019	Preston	BxN-RIL-351-11	W2		6	4.34	5.13	4.29	5.13	M3
114	297	3	4	0	0	114	2019	Preston	BxN-RIL-351-11	W3		5	4	4.49	3.64	3.64	M1+M3
115	769	9	3	0	0	115	2019	Preston	BxN-RIL-351-12	STD		3	2.82	2.93	2.81	3	unadj.
115	769	9	3	0	0	115	2019	Preston	BxN-RIL-351-12	V1		3	2.61	3.09	2.63	2.63	M1+M3
115	769	9	3	0	0	115	2019	Preston	BxN-RIL-351-12	V2		4	3.84	4.19	3.92	3.92	M1+M3
115	769	9	3	0	0	115	2019	Preston	BxN-RIL-351-12	V3		3	2.53	3.15	2.64	3.15	M3
115	769	9	3	0	0	115	2019	Preston	BxN-RIL-351-12	W1		1	1.22	1.16	1.24	1.24	M1+M3
115	769	9	3	0	0	115	2019	Preston	BxN-RIL-351-12	W2		5	5.22	5.27	5.26	5.27	M3
115	769	9	3	0	0	115	2019	Preston	BxN-RIL-351-12	W3		4	2.99	3.76	3.02	3.02	M1+M3
116	669	8	1	0	0	116	2019	Preston	BxN-RIL-351-13	STD		2	2.32	2.2	2.37	2	unadj.
116	669	8	1	0	0	116	2019	Preston	BxN-RIL-351-13	V1		3	3.86	3.09	3.86	3.86	M1+M3
116	669	8	1	0	0	116	2019	Preston	BxN-RIL-351-13	V2		1	1.68	1.19	1.66	1.66	M1+M3
116	669	8	1	0	0	116	2019	Preston	BxN-RIL-351-13	V3		1	1.67	1.15	1.61	1.15	M3
116	669	8	1	0	0	116	2019	Preston	BxN-RIL-351-13	W1		2	1.07	1.88	1.1	1.1	M1+M3
116	669	8	1	0	0	116	2019	Preston	BxN-RIL-351-13	W2		2	3.34	2.65	3.37	2.65	M3
116	669	8	1	0	0	116	2019	Preston	BxN-RIL-351-13	W3		1	1.94	1.04	1.61	1.61	M1+M3
117	626	7	5	0	0	117	2019	Preston	BxN-RIL-351-14	STD		3	2.72	2.93	2.72	3	unadj.
117	626	7	5	0	0	117	2019	Preston	BxN-RIL-351-14	V1		3	3.01	2.97	3.01	3.01	M1+M3
117	626	7	5	0	0	117	2019	Preston	BxN-RIL-351-14	V2		3	3.54	3.19	3.53	3.53	M1+M3
117	626	7	5	0	0	117	2019	Preston	BxN-RIL-351-14	V3		2	3.23	2.67	3.24	2.67	M3
117	626	7	5	0	0	117	2019	Preston	BxN-RIL-351-14	W1		5	3.09	4.33	3	3	M1+M3
117	626	7	5	0	0	117	2019	Preston	BxN-RIL-351-14	W2		4	3.99	3.89	3.97	3.89	M3
117	626	7	5	0	0	117	2019	Preston	BxN-RIL-351-14	W3		2	2.9	2.31	2.96	2.96	M1+M3
118	668	8	1	0	0	118	2019	Preston	BxN-RIL-351-16	STD		2	2.32	2.2	2.37	2	unadj.
118	668	8	1	0	0	118	2019	Preston	BxN-RIL-351-16	V1		1	1.86	1.09	1.86	1.86	M1+M3
118	668	8	1	0	0	118	2019	Preston	BxN-RIL-351-16	V2		2	2.68	2.19	2.66	2.66	M1+M3
118	668	8	1	0	0	118	2019	Preston	BxN-RIL-351-16	V3		3	3.67	3.15	3.61	3.15	M3
118	668	8	1	0	0	118	2019	Preston	BxN-RIL-351-16	W1		4	3.07	3.88	3.1	3.1	M1+M3
118	668	8	1	0	0	118	2019	Preston	BxN-RIL-351-16	W2		5	6.34	5.65	6.37	5.65	M3
118	668	8	1	0	0	118	2019	Preston	BxN-RIL-351-16	W3		5	5.94	5.04	5.61	5.61	M1+M3
119	286	3	3	0	0	119	2019	Preston	BxN-RIL-351-18	STD		2	1.82	1.93	1.81	2	unadj.
119	286	3	3	0	0	119	2019	Preston	BxN-RIL-351-18	V1		2	1.83	1.97	1.83	1.83	M1+M3
119	286	3	3	0	0	119	2019	Preston	BxN-RIL-351-18	V2		4	3.4	3.42	3.29	3.29	M1+M3
119	286	3	3	0	0	119	2019	Preston	BxN-RIL-351-18	V3		3	2.64	2.63	2.59	2.63	M3
119	286	3	3	0	0	119	2019	Preston	BxN-RIL-351-18	W1		5	5.78	5.11	5.8	5.8	M1+M3
119	286	3	3	0	0	119	2019	Preston	BxN-RIL-351-18	W2		8	6.44	6.75	6.31	6.75	M3
119	286	3	3	0	0	119	2019	Preston	BxN-RIL-351-18	W3		4	3.1	3.76	3.09	3.09	M1+M3
12	678	8	2	0	0	12	2019	Preston	BxN-RIL-346-16	STD		2	1.92	2.2	2.02	2	unadj.
12	678	8	2	0	0	12	2019	Preston	BxN-RIL-346-16	V1		2	2.26	2.09	2.27	2.27	M1+M3
12	678	8	2	0	0	12	2019	Preston	BxN-RIL-346-16	V2		3	2.88	2.8	2.83	2.83	M1+M3
12	678	8	2	0	0	12	2019	Preston	BxN-RIL-346-16	V3		1	1.07	1.15	1.1	1.15	M3
12	678	8	2	0	0	12	2019	Preston	BxN-RIL-346-16	W1		1	0.47	1.16	0.58	0.58	M1+M3
12	678	8	2	0	0	12	2019	Preston	BxN-RIL-346-16	W2		5	6.14	5.27	6.11	5.27	M3
12	678	8	2	0	0	12	2019	Preston	BxN-RIL-346-16	W3		4	4.24	4.04	4.17	4.17	M1+M3
120	441	5	2	0	0	120	2019	Preston	BxN-RIL-351-19	STD		2	2.14	1.93	2.09	2	unadj.
120	441	5	2	0	0	120	2019	Preston	BxN-RIL-351-19	V1		3	3.03	2.97	3.03	3.03	M1+M3
120	441	5	2	0	0	120	2019	Preston	BxN-RIL-351-19	V2		3	2.88	2.42	2.72	2.72	M1+M3
120	441	5	2	0	0	120	2019	Preston	BxN-RIL-351-19	V3		4	4.18	3.63	4.05	3.63	M3
120	441	5	2	0	0	120	2019	Preston	BxN-RIL-351-19	W1		2	2.13	2.16	2.16	2.16	M1+M3
120	441	5	2	0	0	120	2019	Preston	BxN-RIL-351-19	W2		6	6.92	6.65	6.98	6.65	M3
120	441	5	2	0	0	120	2019	Preston	BxN-RIL-351-19	W3		7	7.36	7.04	7.25	7.25	M1+M3
121	333	3	8	0	0	121	2019	Preston	BxN-RIL-351-21	STD		3	3.32	3.2	3.37	3	unadj.
121	333	3	8	0	0	121	2019	Preston	BxN-RIL-351-21	V1		4	4.33	4.09	4.34	4.34	M1+M3
121	333	3	8	0	0	121	2019	Preston	BxN-RIL-351-21	V2		5	4.8	5.19	4.88	4.88	M1+M3
121	333	3	8	0	0	121	2019	Preston	BxN-RIL-351-21	V3		5	4.84	5.15	4.91	5.15	M3
121	333	3	8	0	0	121	2019	Preston	BxN-RIL-351-21	W1		4	4.78	3.88	4.61	4.61	M1+M3
121	333	3	8	0	0	121	2019	Preston	BxN-RIL-351-21	W2		6	4.84	5.89	4.9	5.89	M3
121	333	3	8	0	0	121	2019	Preston	BxN-RIL-351-21	W3		6	5.6	6.04	5.78	5.78	M1+M3
122	535	6	4	0	0	122	2019	Preston	BxN-RIL-351-22	STD		2	1.93	1.93	1.91	2	unadj.
122	535	6	4	0	0	122	2019	Preston	BxN-RIL-351-22	V1		2	2.04	1.97	2.04	2.04	M1+M3
122	535	6	4	0	0	122	2019	Preston	BxN-RIL-351-22	V2		2	2.19	2.19	2.23	2.23	M1+M3
122	535	6	4	0	0	122	2019	Preston	BxN-RIL-351-22	V3		3	3.6	3.15	3.55	3.15	M3
122	535	6	4	0	0	122	2019	Preston	BxN-RIL-351-22	W1		2	1.91	1.88	1.84	1.84	M1+M3
122	535	6	4	0	0	122	2019	Preston	BxN-RIL-351-22	W2		5	5.01	4.89	4.99	4.89	M3
122	535	6	4	0	0	122	2019	Preston	BxN-RIL-351-22	W3		4	4	4.31	4.4	4.4	M1+M3
123	160	1	7	0	0	123	2019	Preston	BxN-RIL-351-23	STD		2	1.68	1.93	1.69	2	unadj.
123	160	1	7	0	0	123	2019	Preston	BxN-RIL-351-23	V1		2	1.36	1.85	1.35	1.35	M1+M3
123	160	1	7	0	0	123	2019	Preston	BxN-RIL-351-23	V2		4	2.81	3.42	2.77	2.77	M1+M3
123	160	1	7	0	0	123	2019	Preston	BxN-RIL-351-23	V3		3	2.18	2.63	2.2	2.63	M3
123	160	1	7	0	0	123	2019	Preston	BxN-RIL-351-23	W1		3	4.22	3.17	4.28	4.28	M1+M3
123	160	1	7	0	0	123	2019	Preston	BxN-RIL-351-23	W2		6	4.56	5.51	4.57	5.51	M3
123	160	1	7	0	0	123	2019	Preston	BxN-RIL-351-23	W3		6	6.22	6.04	6.16	6.16	M1+M3
124	683	8	2	0	0	124	2019	Preston	BxN-RIL-351-24	STD		4	3.92	4.2	4.02	4	unadj.
124	683	8	2	0	0	124	2019	Preston	BxN-RIL-351-24	V1		4	4.26	4.09	4.27	4.27	M1+M3
124	683	8	2	0	0	124	2019	Preston	BxN-RIL-351-24	V2		2	1.88	1.8	1.83	1.83	M1+M3
124	683	8	2	0	0	124	2019	Preston	BxN-RIL-351-24	V3		1	1.07	1.15	1.1	1.15	M3
124	683	8	2	0	0	124	2019	Preston	BxN-RIL-351-24	W1		2	1.47	2.16	1.58	1.58	M1+M3
124	683	8	2	0	0	124	2019	Preston	BxN-RIL-351-24	W2		3	4.14	3.27	4.11	3.27	M3
124	683	8	2	0	0	124	2019	Preston	BxN-RIL-351-24	W3		3	3.24	3.04	3.17	3.17	M1+M3
125	757	9	1	0	0	125	2019	Preston	BxN-RIL-352-1	STD		1	1.32	1.2	1.37	1	unadj.
125	757	9	1	0	0	125	2019	Preston	BxN-RIL-352-1	V1		2	2.41	2.09	2.42	2.42	M1+M3
125	757	9	1	0	0	125	2019	Preston	BxN-RIL-352-1	V2		3	3.34	2.8	3.24	3.24	M1+M3
125	757	9	1	0	0	125	2019	Preston	BxN-RIL-352-1	V3		4	4.33	4.15	4.32	4.15	M3
125	757	9	1	0	0	125	2019	Preston	BxN-RIL-352-1	W1		1	0.62	1.16	0.71	0.71	M1+M3
125	757	9	1	0	0	125	2019	Preston	BxN-RIL-352-1	W2		4	5.12	4.27	5.09	4.27	M3
125	757	9	1	0	0	125	2019	Preston	BxN-RIL-352-1	W3		5	5.39	5.04	5.27	5.27	M1+M3
126	812	9	8	0	0	126	2019	Preston	BxN-RIL-352-2	STD		1	1.32	0.93	1.25	1	unadj.
126	812	9	8	0	0	126	2019	Preston	BxN-RIL-352-2	V1		3	3.11	2.97	3.1	3.1	M1+M3
126	812	9	8	0	0	126	2019	Preston	BxN-RIL-352-2	V2		2	2.24	2.19	2.27	2.27	M1+M3
126	812	9	8	0	0	126	2019	Preston	BxN-RIL-352-2	V3		3	2.73	2.63	2.66	2.63	M3
126	812	9	8	0	0	126	2019	Preston	BxN-RIL-352-2	W1		1	1.22	1.16	1.24	1.24	M1+M3
126	812	9	8	0	0	126	2019	Preston	BxN-RIL-352-2	W2		4	4.62	3.89	4.55	3.89	M3
126	812	9	8	0	0	126	2019	Preston	BxN-RIL-352-2	W3		3	2.49	2.76	2.33	2.33	M1+M3
127	894	10	8	0	0	127	2019	Preston	BxN-RIL-352-5	STD		3	2.77	3.2	2.89	3	unadj.
127	894	10	8	0	0	127	2019	Preston	BxN-RIL-352-5	V1		3	2.67	2.97	2.67	2.67	M1+M3
127	894	10	8	0	0	127	2019	Preston	BxN-RIL-352-5	V2		2	2.02	1.8	1.96	1.96	M1+M3
127	894	10	8	0	0	127	2019	Preston	BxN-RIL-352-5	V3		3	2.29	2.63	2.29	2.63	M3
127	894	10	8	0	0	127	2019	Preston	BxN-RIL-352-5	W1		2	0.11	2.16	0.07	0.07	M1+M3
127	894	10	8	0	0	127	2019	Preston	BxN-RIL-352-5	W2		4	4.51	4.27	4.53	4.27	M3
127	894	10	8	0	0	127	2019	Preston	BxN-RIL-352-5	W3		3	2.93	2.76	2.6	2.6	M1+M3
128	468	5	5	0	0	128	2019	Preston	BxN-RIL-352-6	STD		1	0.94	1.2	1.04	1	unadj.
128	468	5	5	0	0	128	2019	Preston	BxN-RIL-352-6	V1		2	2.23	2.09	2.24	2.24	M1+M3
128	468	5	5	0	0	128	2019	Preston	BxN-RIL-352-6	V2		2	2.88	2.57	2.95	2.95	M1+M3
128	468	5	5	0	0	128	2019	Preston	BxN-RIL-352-6	V3		1	1.68	1.67	1.77	1.67	M3
128	468	5	5	0	0	128	2019	Preston	BxN-RIL-352-6	W1		1	1.53	1.16	1.51	1.51	M1+M3
128	468	5	5	0	0	128	2019	Preston	BxN-RIL-352-6	W2		3	3.32	2.89	3.28	2.89	M3
128	468	5	5	0	0	128	2019	Preston	BxN-RIL-352-6	W3		4	4.46	4.04	4.31	4.31	M1+M3
129	839	10	2	0	0	129	2019	Preston	BxN-RIL-352-9	STD		5	4.37	5.2	4.54	5	unadj.
129	839	10	2	0	0	129	2019	Preston	BxN-RIL-352-9	V1		3	2.37	2.97	2.38	2.38	M1+M3
129	839	10	2	0	0	129	2019	Preston	BxN-RIL-352-9	V2		3	2.32	3.19	2.46	2.46	M1+M3
129	839	10	2	0	0	129	2019	Preston	BxN-RIL-352-9	V3		4	3.29	3.63	3.29	3.63	M3
129	839	10	2	0	0	129	2019	Preston	BxN-RIL-352-9	W1		4	1.91	3.05	1.72	1.72	M1+M3
129	839	10	2	0	0	129	2019	Preston	BxN-RIL-352-9	W2		5	5.81	5.27	5.8	5.27	M3
