Record	Plot	Row	Column	Cp	Csp	Entry	Year	Location	Genotype	Trait	Value
374	113	1	2	0	0	374	2019	Preston	NxB-RIL-362-3	V1	1.26	
374	113	1	2	0	0	374	2019	Preston	NxB-RIL-362-3	V2	2.21	
374	113	1	2	0	0	374	2019	Preston	NxB-RIL-362-3	V3	2.18	
374	113	1	2	0	0	374	2019	Preston	NxB-RIL-362-3	W1	4.02	
374	113	1	2	0	0	374	2019	Preston	NxB-RIL-362-3	W2	3.26	
374	113	1	2	0	0	374	2019	Preston	NxB-RIL-362-3	W3	5.02	
715	114	1	2	1	0	715	2019	Preston	NorLin	STD	2.48	
715	114	1	2	1	0	715	2019	Preston	NorLin	V1	2.26	
715	114	1	2	1	0	715	2019	Preston	NorLin	V2	2.21	
715	114	1	2	1	0	715	2019	Preston	NorLin	V3	2.18	
715	114	1	2	1	0	715	2019	Preston	NorLin	W1	0	
715	114	1	2	1	0	715	2019	Preston	NorLin	W2	3.26	
715	114	1	2	1	0	715	2019	Preston	NorLin	W3	2.02	
654	115	1	2	0	0	654	2019	Preston	NxB-RIL-373-29	STD	3.48	
654	115	1	2	0	0	654	2019	Preston	NxB-RIL-373-29	V1	3.26	
654	115	1	2	0	0	654	2019	Preston	NxB-RIL-373-29	V2	3.21	
654	115	1	2	0	0	654	2019	Preston	NxB-RIL-373-29	V3	4.18	
654	115	1	2	0	0	654	2019	Preston	NxB-RIL-373-29	W1	7.02	
654	115	1	2	0	0	654	2019	Preston	NxB-RIL-373-29	W2	7.26	
654	115	1	2	0	0	654	2019	Preston	NxB-RIL-373-29	W3	8.02	
384	116	1	2	0	0	384	2019	Preston	NxB-RIL-362-15	STD	1.48	
384	116	1	2	0	0	384	2019	Preston	NxB-RIL-362-15	V1	2.26	
384	116	1	2	0	0	384	2019	Preston	NxB-RIL-362-15	V2	3.21	
384	116	1	2	0	0	384	2019	Preston	NxB-RIL-362-15	V3	3.18	
384	116	1	2	0	0	384	2019	Preston	NxB-RIL-362-15	W1	2.02	
384	116	1	2	0	0	384	2019	Preston	NxB-RIL-362-15	W2	5.26	
384	116	1	2	0	0	384	2019	Preston	NxB-RIL-362-15	W3	6.02	
68	117	1	2	0	0	68	2019	Preston	BxN-RIL-349-1	STD	1.48	
68	117	1	2	0	0	68	2019	Preston	BxN-RIL-349-1	V1	2.26	
68	117	1	2	0	0	68	2019	Preston	BxN-RIL-349-1	V2	1.21	
68	117	1	2	0	0	68	2019	Preston	BxN-RIL-349-1	V3	2.18	
68	117	1	2	0	0	68	2019	Preston	BxN-RIL-349-1	W1	0	
68	117	1	2	0	0	68	2019	Preston	BxN-RIL-349-1	W2	3.26	
68	117	1	2	0	0	68	2019	Preston	BxN-RIL-349-1	W3	2.02	
390	118	1	2	0	0	390	2019	Preston	NxB-RIL-362-21	STD	3.48	
390	118	1	2	0	0	390	2019	Preston	NxB-RIL-362-21	V1	3.26	
390	118	1	2	0	0	390	2019	Preston	NxB-RIL-362-21	V2	3.21	
390	118	1	2	0	0	390	2019	Preston	NxB-RIL-362-21	V3	4.18	
390	118	1	2	0	0	390	2019	Preston	NxB-RIL-362-21	W1	6.02	
390	118	1	2	0	0	390	2019	Preston	NxB-RIL-362-21	W2	6.26	
390	118	1	2	0	0	390	2019	Preston	NxB-RIL-362-21	W3	9.02	
680	119	1	3	0	0	680	2019	Preston	NxB-RIL-374-29	STD	0.38	
680	119	1	3	0	0	680	2019	Preston	NxB-RIL-374-29	V1	0.06	
680	119	1	3	0	0	680	2019	Preston	NxB-RIL-374-29	V2	0	
680	119	1	3	0	0	680	2019	Preston	NxB-RIL-374-29	V3	0	
680	119	1	3	0	0	680	2019	Preston	NxB-RIL-374-29	W1	0	
680	119	1	3	0	0	680	2019	Preston	NxB-RIL-374-29	W2	2.56	
680	119	1	3	0	0	680	2019	Preston	NxB-RIL-374-29	W3	1.32	
327	120	1	3	0	0	327	2019	Preston	BxN-RIL-360-19	STD	1.38	
327	120	1	3	0	0	327	2019	Preston	BxN-RIL-360-19	V1	1.06	
327	120	1	3	0	0	327	2019	Preston	BxN-RIL-360-19	V2	0.51	
327	120	1	3	0	0	327	2019	Preston	BxN-RIL-360-19	V3	0	
327	120	1	3	0	0	327	2019	Preston	BxN-RIL-360-19	W1	2.22	
327	120	1	3	0	0	327	2019	Preston	BxN-RIL-360-19	W2	1.56	
327	120	1	3	0	0	327	2019	Preston	BxN-RIL-360-19	W3	1.32	
690	121	1	3	0	0	690	2019	Preston	NxB-RIL-375-8	STD	2.38	
690	121	1	3	0	0	690	2019	Preston	NxB-RIL-375-8	V1	1.06	
690	121	1	3	0	0	690	2019	Preston	NxB-RIL-375-8	V2	0.51	
690	121	1	3	0	0	690	2019	Preston	NxB-RIL-375-8	V3	0.98	
690	121	1	3	0	0	690	2019	Preston	NxB-RIL-375-8	W1	5.22	
690	121	1	3	0	0	690	2019	Preston	NxB-RIL-375-8	W2	2.56	
690	121	1	3	0	0	690	2019	Preston	NxB-RIL-375-8	W3	2.32	
401	122	1	3	0	0	401	2019	Preston	NxB-RIL-363-6	STD	1.38	
401	122	1	3	0	0	401	2019	Preston	NxB-RIL-363-6	V1	1.06	
401	122	1	3	0	0	401	2019	Preston	NxB-RIL-363-6	V2	0.51	
401	122	1	3	0	0	401	2019	Preston	NxB-RIL-363-6	V3	0	
401	122	1	3	0	0	401	2019	Preston	NxB-RIL-363-6	W1	0	
401	122	1	3	0	0	401	2019	Preston	NxB-RIL-363-6	W2	1.56	
401	122	1	3	0	0	401	2019	Preston	NxB-RIL-363-6	W3	0	
715	123	1	3	1	0	715	2019	Preston	NorLin	STD	2.38	
715	123	1	3	1	0	715	2019	Preston	NorLin	V1	3.06	
715	123	1	3	1	0	715	2019	Preston	NorLin	V2	2.51	
715	123	1	3	1	0	715	2019	Preston	NorLin	V3	1.98	
715	123	1	3	1	0	715	2019	Preston	NorLin	W1	0	
715	123	1	3	1	0	715	2019	Preston	NorLin	W2	2.56	
715	123	1	3	1	0	715	2019	Preston	NorLin	W3	1.32	
109	124	1	3	0	0	109	2019	Preston	BxN-RIL-351-4	STD	3.38	
109	124	1	3	0	0	109	2019	Preston	BxN-RIL-351-4	V1	2.06	
109	124	1	3	0	0	109	2019	Preston	BxN-RIL-351-4	V2	2.51	
109	124	1	3	0	0	109	2019	Preston	BxN-RIL-351-4	V3	1.98	
109	124	1	3	0	0	109	2019	Preston	BxN-RIL-351-4	W1	3.22	
109	124	1	3	0	0	109	2019	Preston	BxN-RIL-351-4	W2	3.56	
109	124	1	3	0	0	109	2019	Preston	BxN-RIL-351-4	W3	4.32	
166	125	1	3	0	0	166	2019	Preston	BxN-RIL-353-22	STD	1.38	
166	125	1	3	0	0	166	2019	Preston	BxN-RIL-353-22	V1	2.06	
166	125	1	3	0	0	166	2019	Preston	BxN-RIL-353-22	V2	2.51	
166	125	1	3	0	0	166	2019	Preston	BxN-RIL-353-22	V3	1.98	
166	125	1	3	0	0	166	2019	Preston	BxN-RIL-353-22	W1	0	
166	125	1	3	0	0	166	2019	Preston	BxN-RIL-353-22	W2	3.56	
166	125	1	3	0	0	166	2019	Preston	BxN-RIL-353-22	W3	2.32	
55	126	1	3	0	0	55	2019	Preston	BxN-RIL-348-11	STD	2.38	
55	126	1	3	0	0	55	2019	Preston	BxN-RIL-348-11	V1	3.06	
55	126	1	3	0	0	55	2019	Preston	BxN-RIL-348-11	V2	2.51	
55	126	1	3	0	0	55	2019	Preston	BxN-RIL-348-11	V3	2.98	
55	126	1	3	0	0	55	2019	Preston	BxN-RIL-348-11	W1	0	
55	126	1	3	0	0	55	2019	Preston	BxN-RIL-348-11	W2	3.56	
55	126	1	3	0	0	55	2019	Preston	BxN-RIL-348-11	W3	4.32	
570	127	1	3	0	0	570	2019	Preston	NxB-RIL-370-14	STD	1.38	
570	127	1	3	0	0	570	2019	Preston	NxB-RIL-370-14	V1	1.06	
570	127	1	3	0	0	570	2019	Preston	NxB-RIL-370-14	V2	2.51	
570	127	1	3	0	0	570	2019	Preston	NxB-RIL-370-14	V3	0	
570	127	1	3	0	0	570	2019	Preston	NxB-RIL-370-14	W1	0	
570	127	1	3	0	0	570	2019	Preston	NxB-RIL-370-14	W2	4.56	
570	127	1	3	0	0	570	2019	Preston	NxB-RIL-370-14	W3	4.32	
163	128	1	4	0	0	163	2019	Preston	BxN-RIL-353-18	STD	1.38	
163	128	1	4	0	0	163	2019	Preston	BxN-RIL-353-18	V1	1.16	
163	128	1	4	0	0	163	2019	Preston	BxN-RIL-353-18	V2	1.41	
163	128	1	4	0	0	163	2019	Preston	BxN-RIL-353-18	V3	1.38	
163	128	1	4	0	0	163	2019	Preston	BxN-RIL-353-18	W1	0	
163	128	1	4	0	0	163	2019	Preston	BxN-RIL-353-18	W2	1.46	
163	128	1	4	0	0	163	2019	Preston	BxN-RIL-353-18	W3	5.22	
241	129	1	4	0	0	241	2019	Preston	BxN-RIL-357-12	STD	1.38	
241	129	1	4	0	0	241	2019	Preston	BxN-RIL-357-12	V1	2.16	
241	129	1	4	0	0	241	2019	Preston	BxN-RIL-357-12	V2	1.41	
241	129	1	4	0	0	241	2019	Preston	BxN-RIL-357-12	V3	1.38	
241	129	1	4	0	0	241	2019	Preston	BxN-RIL-357-12	W1	0	
241	129	1	4	0	0	241	2019	Preston	BxN-RIL-357-12	W2	2.46	
241	129	1	4	0	0	241	2019	Preston	BxN-RIL-357-12	W3	2.22	
30	130	1	4	0	0	30	2019	Preston	BxN-RIL-347-8	STD	3.38	
30	130	1	4	0	0	30	2019	Preston	BxN-RIL-347-8	V1	2.16	
30	130	1	4	0	0	30	2019	Preston	BxN-RIL-347-8	V2	2.41	
30	130	1	4	0	0	30	2019	Preston	BxN-RIL-347-8	V3	2.38	
30	130	1	4	0	0	30	2019	Preston	BxN-RIL-347-8	W1	6.02	
30	130	1	4	0	0	30	2019	Preston	BxN-RIL-347-8	W2	5.46	
30	130	1	4	0	0	30	2019	Preston	BxN-RIL-347-8	W3	5.22	
687	131	1	4	0	0	687	2019	Preston	NxB-RIL-375-5	STD	1.38	
687	131	1	4	0	0	687	2019	Preston	NxB-RIL-375-5	V1	1.16	
687	131	1	4	0	0	687	2019	Preston	NxB-RIL-375-5	V2	1.41	
687	131	1	4	0	0	687	2019	Preston	NxB-RIL-375-5	V3	0.38	
687	131	1	4	0	0	687	2019	Preston	NxB-RIL-375-5	W1	4.02	
687	131	1	4	0	0	687	2019	Preston	NxB-RIL-375-5	W2	3.46	
687	131	1	4	0	0	687	2019	Preston	NxB-RIL-375-5	W3	4.22	
715	132	1	4	1	0	715	2019	Preston	NorLin	STD	2.38	
715	132	1	4	1	0	715	2019	Preston	NorLin	V1	2.16	
715	132	1	4	1	0	715	2019	Preston	NorLin	V2	2.41	
715	132	1	4	1	0	715	2019	Preston	NorLin	V3	2.38	
715	132	1	4	1	0	715	2019	Preston	NorLin	W1	0	
715	132	1	4	1	0	715	2019	Preston	NorLin	W2	2.46	
715	132	1	4	1	0	715	2019	Preston	NorLin	W3	4.22	
484	133	1	4	0	0	484	2019	Preston	NxB-RIL-366-23	STD	1.38	
484	133	1	4	0	0	484	2019	Preston	NxB-RIL-366-23	V1	2.16	
484	133	1	4	0	0	484	2019	Preston	NxB-RIL-366-23	V2	1.41	
484	133	1	4	0	0	484	2019	Preston	NxB-RIL-366-23	V3	2.38	
484	133	1	4	0	0	484	2019	Preston	NxB-RIL-366-23	W1	4.02	
484	133	1	4	0	0	484	2019	Preston	NxB-RIL-366-23	W2	3.46	
484	133	1	4	0	0	484	2019	Preston	NxB-RIL-366-23	W3	4.22	
659	134	1	4	0	0	659	2019	Preston	NxB-RIL-374-4	STD	2.38	
659	134	1	4	0	0	659	2019	Preston	NxB-RIL-374-4	V1	3.16	
659	134	1	4	0	0	659	2019	Preston	NxB-RIL-374-4	V2	2.41	
659	134	1	4	0	0	659	2019	Preston	NxB-RIL-374-4	V3	2.38	
659	134	1	4	0	0	659	2019	Preston	NxB-RIL-374-4	W1	3.02	
659	134	1	4	0	0	659	2019	Preston	NxB-RIL-374-4	W2	2.46	
659	134	1	4	0	0	659	2019	Preston	NxB-RIL-374-4	W3	5.22	
145	135	1	4	0	0	145	2019	Preston	BxN-RIL-352-28	STD	2.38	
145	135	1	4	0	0	145	2019	Preston	BxN-RIL-352-28	V1	2.16	
145	135	1	4	0	0	145	2019	Preston	BxN-RIL-352-28	V2	1.41	
145	135	1	4	0	0	145	2019	Preston	BxN-RIL-352-28	V3	1.38	
145	135	1	4	0	0	145	2019	Preston	BxN-RIL-352-28	W1	0	
145	135	1	4	0	0	145	2019	Preston	BxN-RIL-352-28	W2	3.46	
145	135	1	4	0	0	145	2019	Preston	BxN-RIL-352-28	W3	2.22	
339	136	1	4	0	0	339	2019	Preston	BxN-RIL-360-31	STD	2.38	
339	136	1	4	0	0	339	2019	Preston	BxN-RIL-360-31	V1	3.16	
339	136	1	4	0	0	339	2019	Preston	BxN-RIL-360-31	V2	2.41	
339	136	1	4	0	0	339	2019	Preston	BxN-RIL-360-31	V3	2.38	
339	136	1	4	0	0	339	2019	Preston	BxN-RIL-360-31	W1	6.02	
339	136	1	4	0	0	339	2019	Preston	BxN-RIL-360-31	W2	3.46	
339	136	1	4	0	0	339	2019	Preston	BxN-RIL-360-31	W3	4.22	
202	137	1	5	0	0	202	2019	Preston	BxN-RIL-355-14	STD	1.28	
202	137	1	5	0	0	202	2019	Preston	BxN-RIL-355-14	V1	1.46	
202	137	1	5	0	0	202	2019	Preston	BxN-RIL-355-14	V2	2.21	
202	137	1	5	0	0	202	2019	Preston	BxN-RIL-355-14	V3	0.68	
202	137	1	5	0	0	202	2019	Preston	BxN-RIL-355-14	W1	0	
202	137	1	5	0	0	202	2019	Preston	BxN-RIL-355-14	W2	3.66	
202	137	1	5	0	0	202	2019	Preston	BxN-RIL-355-14	W3	3.12	
206	138	1	5	0	0	206	2019	Preston	BxN-RIL-355-20	STD	2.28	
206	138	1	5	0	0	206	2019	Preston	BxN-RIL-355-20	V1	3.46	
206	138	1	5	0	0	206	2019	Preston	BxN-RIL-355-20	V2	4.21	
206	138	1	5	0	0	206	2019	Preston	BxN-RIL-355-20	V3	3.68	
206	138	1	5	0	0	206	2019	Preston	BxN-RIL-355-20	W1	2.42	
206	138	1	5	0	0	206	2019	Preston	BxN-RIL-355-20	W2	5.66	
206	138	1	5	0	0	206	2019	Preston	BxN-RIL-355-20	W3	7.12	
376	139	1	5	0	0	376	2019	Preston	NxB-RIL-362-5	STD	2.28	
376	139	1	5	0	0	376	2019	Preston	NxB-RIL-362-5	V1	3.46	
376	139	1	5	0	0	376	2019	Preston	NxB-RIL-362-5	V2	2.21	
376	139	1	5	0	0	376	2019	Preston	NxB-RIL-362-5	V3	3.68	
376	139	1	5	0	0	376	2019	Preston	NxB-RIL-362-5	W1	5.42	
376	139	1	5	0	0	376	2019	Preston	NxB-RIL-362-5	W2	2.66	
376	139	1	5	0	0	376	2019	Preston	NxB-RIL-362-5	W3	6.12	
677	140	1	5	0	0	677	2019	Preston	NxB-RIL-374-26	STD	3.28	
677	140	1	5	0	0	677	2019	Preston	NxB-RIL-374-26	V1	3.46	
677	140	1	5	0	0	677	2019	Preston	NxB-RIL-374-26	V2	4.21	
677	140	1	5	0	0	677	2019	Preston	NxB-RIL-374-26	V3	3.68	
677	140	1	5	0	0	677	2019	Preston	NxB-RIL-374-26	W1	7.42	
677	140	1	5	0	0	677	2019	Preston	NxB-RIL-374-26	W2	2.66	
677	140	1	5	0	0	677	2019	Preston	NxB-RIL-374-26	W3	7.12	
715	141	1	5	1	0	715	2019	Preston	NorLin	STD	3.28	
715	141	1	5	1	0	715	2019	Preston	NorLin	V1	2.46	
715	141	1	5	1	0	715	2019	Preston	NorLin	V2	3.21	
715	141	1	5	1	0	715	2019	Preston	NorLin	V3	2.68	
715	141	1	5	1	0	715	2019	Preston	NorLin	W1	0	
715	141	1	5	1	0	715	2019	Preston	NorLin	W2	4.66	
715	141	1	5	1	0	715	2019	Preston	NorLin	W3	3.12	
439	142	1	5	0	0	439	2019	Preston	NxB-RIL-364-25	STD	1.28	
439	142	1	5	0	0	439	2019	Preston	NxB-RIL-364-25	V1	1.46	
439	142	1	5	0	0	439	2019	Preston	NxB-RIL-364-25	V2	4.21	
439	142	1	5	0	0	439	2019	Preston	NxB-RIL-364-25	V3	2.68	
439	142	1	5	0	0	439	2019	Preston	NxB-RIL-364-25	W1	0	
439	142	1	5	0	0	439	2019	Preston	NxB-RIL-364-25	W2	5.66	
439	142	1	5	0	0	439	2019	Preston	NxB-RIL-364-25	W3	3.12	
59	143	1	5	0	0	59	2019	Preston	BxN-RIL-348-16	STD	1.28	
59	143	1	5	0	0	59	2019	Preston	BxN-RIL-348-16	V1	1.46	
59	143	1	5	0	0	59	2019	Preston	BxN-RIL-348-16	V2	2.21	
59	143	1	5	0	0	59	2019	Preston	BxN-RIL-348-16	V3	1.68	
59	143	1	5	0	0	59	2019	Preston	BxN-RIL-348-16	W1	2.42	
59	143	1	5	0	0	59	2019	Preston	BxN-RIL-348-16	W2	1.66	
59	143	1	5	0	0	59	2019	Preston	BxN-RIL-348-16	W3	5.12	
535	144	1	5	0	0	535	2019	Preston	NxB-RIL-369-1	STD	0.28	
535	144	1	5	0	0	535	2019	Preston	NxB-RIL-369-1	V1	0.46	
535	144	1	5	0	0	535	2019	Preston	NxB-RIL-369-1	V2	2.21	
535	144	1	5	0	0	535	2019	Preston	NxB-RIL-369-1	V3	0.68	
535	144	1	5	0	0	535	2019	Preston	NxB-RIL-369-1	W1	0	
535	144	1	5	0	0	535	2019	Preston	NxB-RIL-369-1	W2	2.66	
535	144	1	5	0	0	535	2019	Preston	NxB-RIL-369-1	W3	0	
135	145	1	5	0	0	135	2019	Preston	BxN-RIL-352-16	STD	1.28	
135	145	1	5	0	0	135	2019	Preston	BxN-RIL-352-16	V1	1.46	
135	145	1	5	0	0	135	2019	Preston	BxN-RIL-352-16	V2	2.21	
135	145	1	5	0	0	135	2019	Preston	BxN-RIL-352-16	V3	1.68	
135	145	1	5	0	0	135	2019	Preston	BxN-RIL-352-16	W1	0	
135	145	1	5	0	0	135	2019	Preston	BxN-RIL-352-16	W2	2.66	
135	145	1	5	0	0	135	2019	Preston	BxN-RIL-352-16	W3	0	
33	146	1	6	0	0	33	2019	Preston	BxN-RIL-347-11	STD	1.08	
33	146	1	6	0	0	33	2019	Preston	BxN-RIL-347-11	V1	1.66	
33	146	1	6	0	0	33	2019	Preston	BxN-RIL-347-11	V2	1.41	
33	146	1	6	0	0	33	2019	Preston	BxN-RIL-347-11	V3	2.38	
33	146	1	6	0	0	33	2019	Preston	BxN-RIL-347-11	W1	0	
33	146	1	6	0	0	33	2019	Preston	BxN-RIL-347-11	W2	3.66	
33	146	1	6	0	0	33	2019	Preston	BxN-RIL-347-11	W3	0	
702	147	1	6	0	0	702	2019	Preston	NxB-RIL-375-21	STD	3.08	
702	147	1	6	0	0	702	2019	Preston	NxB-RIL-375-21	V1	2.66	
702	147	1	6	0	0	702	2019	Preston	NxB-RIL-375-21	V2	2.41	
702	147	1	6	0	0	702	2019	Preston	NxB-RIL-375-21	V3	1.38	
702	147	1	6	0	0	702	2019	Preston	NxB-RIL-375-21	W1	5.42	
702	147	1	6	0	0	702	2019	Preston	NxB-RIL-375-21	W2	3.66	
702	147	1	6	0	0	702	2019	Preston	NxB-RIL-375-21	W3	0	
24	148	1	6	0	0	24	2019	Preston	BxN-RIL-347-2	STD	2.08	
24	148	1	6	0	0	24	2019	Preston	BxN-RIL-347-2	V1	1.66	
24	148	1	6	0	0	24	2019	Preston	BxN-RIL-347-2	V2	2.41	
24	148	1	6	0	0	24	2019	Preston	BxN-RIL-347-2	V3	2.38	
24	148	1	6	0	0	24	2019	Preston	BxN-RIL-347-2	W1	0	
24	148	1	6	0	0	24	2019	Preston	BxN-RIL-347-2	W2	3.66	
24	148	1	6	0	0	24	2019	Preston	BxN-RIL-347-2	W3	4.82	
233	149	1	6	0	0	233	2019	Preston	BxN-RIL-357-1	STD	2.08	
233	149	1	6	0	0	233	2019	Preston	BxN-RIL-357-1	V1	2.66	
233	149	1	6	0	0	233	2019	Preston	BxN-RIL-357-1	V2	2.41	
233	149	1	6	0	0	233	2019	Preston	BxN-RIL-357-1	V3	3.38	
233	149	1	6	0	0	233	2019	Preston	BxN-RIL-357-1	W1	0	
233	149	1	6	0	0	233	2019	Preston	BxN-RIL-357-1	W2	2.66	
233	149	1	6	0	0	233	2019	Preston	BxN-RIL-357-1	W3	4.82	
715	150	1	6	1	0	715	2019	Preston	NorLin	STD	3.08	
715	150	1	6	1	0	715	2019	Preston	NorLin	V1	3.66	
715	150	1	6	1	0	715	2019	Preston	NorLin	V2	2.41	
715	150	1	6	1	0	715	2019	Preston	NorLin	V3	2.38	
